model,seed,MSE_ln,MAE_ln,MSE_lg,MAE_lg,R2
6特征_论文参数,0,0.953497126227169,0.7339986028388239,0.17984071107340335,0.3187715429375977,0.6665313404076074
6特征_论文参数,1,1.0053496423640196,0.7584939354037831,0.18962070213629684,0.3294097307029445,0.6597526286711004
6特征_论文参数,2,1.154590926252264,0.7858902718281351,0.21776935395465064,0.3413078084364056,0.5610923727296289
6特征_论文参数,3,1.0114001874396514,0.7387498581206402,0.19076190571085702,0.3208349868886042,0.6035368328755484
6特征_论文参数,4,1.1846772618813959,0.8072249218343934,0.2234439887745222,0.3505733292074608,0.6189012581311927
6特征_论文参数,5,1.252775028708121,0.8472688756558008,0.236288024138412,0.36796419738568664,0.501366982396219
6特征_论文参数,6,1.1202089193549902,0.7745957236613831,0.21128450528709083,0.33640264849199475,0.6725240962846135
6特征_论文参数,7,1.2539685713067148,0.813555490946208,0.23651314023338843,0.3533226604400291,0.5561164792725999
6特征_论文参数,8,0.8079955489665648,0.6836730377226448,0.15239741166841433,0.29691542770897833,0.6267108371249007
6特征_论文参数,9,0.8810648376812762,0.7199876511439542,0.16617913421232763,0.3126866639303028,0.6869517560641694
6特征_论文参数,10,1.4372525545322028,0.9021618859025969,0.2710826433445959,0.3918039288309289,0.45331912617078784
6特征_论文参数,11,1.2804704825461046,0.9151372165006744,0.2415117106863009,0.39743904331054436,0.5249620082996675
6特征_论文参数,12,1.011178875516227,0.7448799475121599,0.19072016369341105,0.3234972508849149,0.6267867371808304
6特征_论文参数,13,1.2535021052702955,0.8213075808523855,0.2364251592826611,0.35668935030949983,0.5630137777588031
6特征_论文参数,14,1.0407562748601484,0.7682696245330372,0.19629880717685824,0.33365525854858114,0.6244511716526013
6特征_论文参数,15,0.8987487767186446,0.6797992714895748,0.1695145319640156,0.29523307240977287,0.6854812216160605
6特征_论文参数,16,1.229910300615353,0.8416656377072506,0.2319754689711259,0.3655307420638404,0.5565095498289452
6特征_论文参数,17,1.1230697105270306,0.785839402074195,0.2118240839648452,0.3412857159829737,0.6399766953147119
6特征_论文参数,18,0.9921662486686269,0.7599707678161074,0.18713415987903662,0.3300511108703128,0.6270635907222006
6特征_论文参数,19,1.2248381713621141,0.8151421554451297,0.23101880606521027,0.3540117400765425,0.5860627332809036
6特征_论文参数,20,1.0042605668624303,0.7324806525870133,0.1894152897577683,0.3181123055194327,0.6454866369400372
6特征_论文参数,21,1.3149674065437325,0.8442555314255318,0.24801823406317416,0.3666555186144058,0.5339543544337736
6特征_论文参数,22,1.152418765770824,0.7922324040465136,0.2173596590800647,0.34406216146234825,0.564078584041501
6特征_论文参数,23,1.0732913862709121,0.751032917278387,0.20243530975250432,0.3261694517017048,0.609959251184601
6特征_论文参数,24,1.19264156093235,0.8147126092943764,0.22494614873403063,0.3538251905535476,0.5826199023218082
6特征_论文参数,25,1.4682706752603096,0.8854064844643097,0.27693302373323525,0.38452715044420693,0.49329370508616077
6特征_论文参数,26,1.0639820009484608,0.782591975364251,0.20067945078870178,0.33987537648245975,0.6687265738285483
6特征_论文参数,27,0.9533176325225082,0.7186543298601771,0.1798068564611644,0.3121076098541542,0.560649980855711
6特征_论文参数,28,1.519787267792668,0.8357533375795612,0.2866496556750192,0.36296306274302903,0.5256955252811617
6特征_论文参数,29,1.186682334972966,0.7702362687141504,0.22382216901295557,0.33450936126430575,0.5847332830561692
6特征_论文参数,30,1.0734785937478202,0.7635569951016288,0.20247061927241722,0.33160858959126566,0.6345432844451322
6特征_论文参数,31,1.1513039486217929,0.8194930204576649,0.21714939152572826,0.3559012967429925,0.5951434658285256
6特征_论文参数,32,0.974622860853636,0.7789402892583841,0.18382527173191832,0.338289469357039,0.6791612303645052
6特征_论文参数,33,1.1183712745141041,0.7817208832077551,0.21093790397514667,0.3394970659656644,0.6057905071314156
6特征_论文参数,34,1.4217653651152045,0.903695141546031,0.26816157826671555,0.3924698132962193,0.443422480989224
6特征_论文参数,35,0.9841434942149653,0.7736455676520183,0.185620974546824,0.33599000098018045,0.6038040585490092
6特征_论文参数,36,1.1165384277762818,0.8226347333107501,0.21059220764156378,0.3572657252988119,0.5765555509982512
6特征_论文参数,37,1.3114682258142776,0.8531661658249742,0.24735824764764133,0.37052535796434094,0.5858845262250381
6特征_论文参数,38,0.7860121206600752,0.6889014246496125,0.14825107994939418,0.29918608730061547,0.6930298438439482
6特征_论文参数,39,1.153959028644378,0.8232004134929256,0.2176501706744897,0.35751139708045276,0.6246677143725552
6特征_论文参数,40,1.0904494239631166,0.802791195845292,0.20567151635902023,0.34864778647612304,0.6379461467379958
6特征_论文参数,41,0.8963025595990686,0.7505933576969528,0.1690531468018335,0.3259785534010203,0.6143238464079189
6特征_论文参数,42,1.1551015699114855,0.8098263229438887,0.21786566732178464,0.3517031033545316,0.5092881971086368
6特征_论文参数,43,1.2628265465640542,0.7936570028577323,0.2381838579787621,0.3446808568649865,0.5817005262052533
6特征_论文参数,44,1.6942363776270983,0.9454323414963417,0.3195527983230565,0.41059604892473195,0.43210237921608863
