样本索引,基线值,Conju-Max-Distance_SHAP,Wavelength_SHAP,ET(30)_SHAP,PEOE-Charge_SHAP,Atomic-LogP_SHAP,Atomic-MR_SHAP,rg_SHAP,SHAP总和,重建预测值,模型预测值,误差
345,5.997935,-0.5814318,0.87195665,-0.0072755674,-0.1296728,0.12709056,-0.014388141,0.081706494,0.34798536,6.34592,6.3459206,4.7683716e-07
346,5.997935,-0.31040102,-0.04670134,0.047392383,0.42720348,0.16881266,0.07553557,0.26862937,0.6304711,6.628406,6.628411,4.7683716e-06
347,5.997935,-0.77572113,0.018825393,0.06602701,-0.14650187,0.2559271,0.23810737,-0.05944537,-0.40278155,5.5951533,5.59515,3.33786e-06
348,5.997935,-0.8825774,-0.22999641,0.09948744,0.013415557,0.2646133,0.1504837,-0.1301414,-0.71471524,5.2832193,5.2832127,6.67572e-06
349,5.997935,-0.8873581,-0.016296914,0.065647066,-0.1432072,0.23260696,0.21333279,0.14663093,-0.38864452,5.60929,5.6092834,6.67572e-06
350,5.997935,-1.8523811,-0.3954688,-0.22091009,-0.52688557,-1.7831243,-0.34803665,-0.8387133,-5.96552,0.032414913,0.03241424,6.7427754e-07
351,5.997935,-0.35899067,-0.05437014,0.06011321,-0.045584235,0.18721014,0.18490274,-0.024648577,-0.051367506,5.9465675,5.9465675,0.0
352,5.997935,0.030801132,-0.16072264,-0.06293558,-0.17877711,0.14952162,0.31666663,0.19718862,0.29174268,6.2896776,6.2896748,2.861023e-06
353,5.997935,-1.6358653,-0.40231863,-0.20218967,-0.5266166,-1.8678902,-0.4385446,-0.9019395,-5.9753647,0.022570133,0.022568667,1.4659017e-06
354,5.997935,-0.70296645,-0.21562971,-0.14366506,-0.24522543,0.06669035,-0.11836667,-0.3088698,-1.6680329,4.3299017,4.329902,4.7683716e-07
355,5.997935,0.32614276,-0.21787035,-0.01187694,-0.19631559,0.16491576,-0.031092612,0.022875233,0.056778252,6.0547132,6.054718,4.7683716e-06
356,5.997935,-1.4314026,-0.24035378,-0.20167145,-0.7193614,-0.20666695,-0.35728994,-1.1185529,-4.275299,1.7226357,1.7226341,1.66893e-06
357,5.997935,0.51728326,0.25523388,-0.094092175,-0.32351628,0.13924503,0.06364592,0.4966073,1.0544069,7.0523415,7.052342,4.7683716e-07
358,5.997935,-1.3347088,0.013239384,-0.1379083,-0.2825854,-0.09059181,0.10551956,-0.8571046,-2.58414,3.4137948,3.4137943,4.7683716e-07
359,5.997935,0.7274407,0.5936187,-0.019943194,0.111223556,0.1970514,0.3401676,0.4460993,2.3956583,8.393593,8.393587,5.722046e-06
360,5.997935,-0.7676803,-0.20001432,-0.16730595,0.03220891,-0.28474674,-1.2172463,-0.5758366,-3.1806214,2.8173134,2.8173141,7.1525574e-07
361,5.997935,-1.1730659,-0.26994812,-0.12687859,-0.2810532,-0.4481251,-1.3667752,-0.5721559,-4.238002,1.759933,1.7599332,2.3841858e-07
362,5.997935,-1.1119331,-0.22635178,-0.08562388,-0.10047604,-0.38571683,-0.8773305,-0.4933714,-3.2808034,2.7171314,2.7171302,1.1920929e-06
363,5.997935,-0.99066436,-0.21978028,-0.086631365,-0.17666993,-0.42505583,-0.9780004,-0.5420826,-3.418885,2.5790498,2.5790484,1.4305115e-06
364,5.997935,-0.95104957,-0.2182993,-0.13970694,-0.060476,-0.31731978,-1.1250075,-0.47983962,-3.2916987,2.7062361,2.7062354,7.1525574e-07
365,5.997935,-0.86257845,-0.2120581,-0.20938823,-0.2837724,-0.12022269,-1.2696975,-0.6651907,-3.622908,2.3750267,2.3750272,4.7683716e-07
366,5.997935,-0.7937854,-0.39410186,-0.19646811,-0.1353257,-0.32546178,-1.2266145,-0.54632604,-3.6180835,2.3798513,2.3798482,3.0994415e-06
367,5.997935,-0.047322154,-0.3533336,-0.09888598,-0.29359272,-0.46553946,-0.31993535,-0.35127681,-1.9298861,4.0680485,4.068048,4.7683716e-07
368,5.997935,0.24667896,-0.27576396,-0.045031555,-0.09004448,-0.3115711,-1.0701957,0.26253134,-1.2833965,4.7145386,4.714536,2.3841858e-06
369,5.997935,0.27924517,-0.2443253,-0.02175523,-0.11448673,-0.057087872,0.26557872,0.30640596,0.41357473,6.4115095,6.411508,1.4305115e-06
370,5.997935,0.42861795,0.23376581,-0.10100589,-0.11614572,-0.058851734,0.08567793,0.33987075,0.8119291,6.809864,6.809863,9.536743e-07
371,5.997935,0.10955048,0.52587384,0.2350336,0.29836336,0.2932996,0.16961761,-0.13643959,1.4952989,7.4932337,7.4932327,9.536743e-07
372,5.997935,0.09157922,0.53323126,-0.04743193,0.19816607,-0.1364567,0.26836514,-0.08351964,0.8239334,6.8218684,6.8218665,1.9073486e-06
373,5.997935,-1.3361639,-0.36438382,-0.11087412,-0.6736354,-1.9297578,-0.44956097,-0.44588363,-5.31026,0.687675,0.6876733,1.7285347e-06
374,5.997935,0.058348008,-0.14385034,0.040603545,-0.07808961,-0.98572016,0.05662449,-0.19604376,-1.2481278,4.749807,4.7498026,4.2915344e-06
375,5.997935,0.6431619,-0.16144466,-0.04216998,0.020561203,-0.7447405,0.07482521,0.359482,0.14967518,6.14761,6.1476145,4.2915344e-06
376,5.997935,1.152211,-0.018159194,0.037689395,-0.0063532963,-0.8770157,0.09569648,0.28089312,0.6649619,6.6628966,6.6629024,5.722046e-06
377,5.997935,0.07168078,0.31099865,0.046138227,0.03796983,-0.20362951,0.20293608,-0.000961408,0.46513265,6.4630675,6.463066,1.4305115e-06
378,5.997935,-0.48205948,-0.10443705,0.29489535,0.03127184,-0.26695803,-0.010821141,0.132174,-0.4059345,5.5920005,5.592003,2.3841858e-06
379,5.997935,0.42786172,-0.030338781,0.09370956,0.22869869,-0.22974797,0.2742403,0.07819186,0.84261537,6.8405504,6.8405476,2.861023e-06
380,5.997935,-0.67090404,-0.13312942,-0.03585391,0.121590056,-0.24455757,-0.33219406,-0.32774916,-1.6227981,4.375137,4.3751407,3.8146973e-06
381,5.997935,-0.7385865,-0.19881932,-0.10649206,0.12330562,-0.04345447,-0.9650477,-0.6435378,-2.5726323,3.4253025,3.4253044,1.9073486e-06
382,5.997935,-0.7921987,-0.26368,-0.1550994,-0.09644344,-0.33409238,-0.28033134,-0.62331855,-2.5451639,3.452771,3.4527698,1.1920929e-06
383,5.997935,-0.6700841,0.050243177,-0.09054898,-0.00060983654,0.07125829,0.07078798,-0.57883704,-1.1477904,4.8501444,4.850144,4.7683716e-07
384,5.997935,0.37966585,0.0093742125,0.07198379,0.43761438,0.28381354,0.05378568,-0.03443805,1.2017994,7.199734,7.199736,1.9073486e-06
385,5.997935,-0.5899511,-0.013063194,-0.2001123,0.08195934,0.1393956,0.13842145,-0.09514029,-0.5384905,5.4594445,5.459443,1.4305115e-06
386,5.997935,0.8248512,0.36684012,-0.0021126054,-0.15373388,-0.108355455,0.22301145,0.39858162,1.5490825,7.547017,7.5470147,2.3841858e-06
387,5.997935,1.0294142,-0.05063404,0.14511774,0.13308196,-0.36787447,0.24448223,0.4298067,1.5633943,7.561329,7.5613303,1.4305115e-06
388,5.997935,0.19525672,-0.18272957,-0.10192206,-0.39957562,0.05078259,-0.20053889,-0.4592537,-1.0979805,4.8999543,4.899951,3.33786e-06
389,5.997935,0.29485402,-0.27785704,-0.11752667,-0.28208277,0.07778008,-0.44267997,0.12264618,-0.6248661,5.373069,5.373067,1.9073486e-06
390,5.997935,0.9095462,-0.1964664,-0.11542399,-0.32563388,0.12686627,-0.3285194,0.18419562,0.25456446,6.252499,6.2525005,1.4305115e-06
391,5.997935,1.1265875,-0.10506361,-0.14528096,-0.1912334,0.107034974,-0.20457852,0.53010803,1.1175741,7.115509,7.1155157,6.67572e-06
392,5.997935,0.2637309,-0.38617694,-0.16009822,-0.93576765,0.06861237,-0.56422913,0.06283907,-1.6510897,4.346845,4.346843,2.3841858e-06
393,5.997935,0.8344055,-0.31862822,-0.19417949,-1.0869262,0.105555,-0.46887285,-0.03608383,-1.1647302,4.8332047,4.83321,5.2452087e-06
394,5.997935,0.8413797,-0.30837572,-0.24692225,-1.049058,0.09248311,-0.3272381,-0.121398866,-1.1191301,4.8788047,4.878813,8.106232e-06
395,5.997935,0.63050944,0.070628084,0.050614495,-0.2629798,0.048901595,-0.050216757,0.12715478,0.61461186,6.612547,6.6125455,1.4305115e-06
396,5.997935,-0.6992206,-0.2908606,-0.09771298,-0.13154644,-0.020054046,0.07417754,-0.51980925,-1.6850264,4.312908,4.3129115,3.33786e-06
397,5.997935,-0.68498933,-0.2818658,-0.085262984,-0.12510441,-0.014027861,0.07590568,-0.50849146,-1.6238363,4.374099,4.374102,3.33786e-06
398,5.997935,-0.6047388,0.20257702,-0.029902572,-0.08930237,0.10289639,0.081174694,-0.08784852,-0.42514414,5.5727906,5.5727935,2.861023e-06
399,5.997935,-0.63125706,0.15397133,-0.03974256,-0.0916246,0.1292877,0.005995987,-0.15297215,-0.6263414,5.3715935,5.371596,2.3841858e-06
400,5.997935,-0.69190186,0.1616082,-0.08375833,-0.24303776,-0.06988131,-0.10520214,-0.5666722,-1.5988454,4.3990893,4.399094,4.7683716e-06
401,5.997935,-0.5594368,0.37688845,-0.030752163,-0.11498016,0.039961442,0.04995188,-0.3142789,-0.5526463,5.4452887,5.4452915,2.861023e-06
402,5.997935,-0.53312033,0.39600322,-0.008641819,-0.07756027,0.035621624,0.07746329,-0.014895018,-0.1251293,5.8728056,5.8728104,4.7683716e-06
403,5.997935,-0.6194244,0.9303773,-0.011605988,-0.065659545,0.2039932,0.21818179,0.009384515,0.66524684,6.663182,6.6631866,4.7683716e-06
404,5.997935,-0.58761996,0.37702018,-0.03023397,0.25302383,-0.006848616,-0.038270853,0.09432399,0.061394613,6.0593295,6.059335,5.722046e-06
405,5.997935,0.1766924,0.64421165,0.23869091,0.23107421,-0.042449716,0.33542374,0.36109656,1.9447396,7.9426746,7.942674,4.7683716e-07
406,5.997935,-0.41645613,0.4363669,0.24839142,0.30665812,-0.07005201,0.089757,0.039479066,0.63414437,6.632079,6.63208,9.536743e-07
407,5.997935,-0.19146322,0.0038832717,-0.10981275,-0.1608818,-0.3402379,-0.13260388,-0.26315427,-1.1942705,4.803664,4.8036623,1.9073486e-06
408,5.997935,0.2050236,-0.17353974,-0.1383011,-0.118942566,-0.3504341,-0.13031273,-0.22192766,-0.9284343,5.0695004,5.0694966,3.8146973e-06
409,5.997935,0.05050753,-0.053700656,0.07378133,0.0907887,-0.2345805,0.31259066,-0.11251626,0.12687078,6.1248055,6.1248026,2.861023e-06
410,5.997935,0.27625808,-0.11278014,0.11035082,-0.008724709,-0.2975219,0.13498397,0.3174908,0.42005688,6.4179916,6.4179864,5.2452087e-06
411,5.997935,0.42033938,-0.04288424,0.04540176,-0.33761764,0.10798446,0.06827088,0.040499058,0.30199364,6.2999287,6.299923,5.722046e-06
412,5.997935,0.46291438,-0.012385214,0.06893313,0.2675092,-0.21326236,0.010845616,0.123425305,0.70798,6.705915,6.7059145,4.7683716e-07
413,5.997935,0.24186264,-0.12117202,-0.16359363,-0.08454205,0.8292308,-0.045090068,-0.09311829,0.5635773,6.561512,6.561512,0.0
414,5.997935,0.44883287,0.5120883,0.06516713,0.2677709,0.17030177,-0.0011666043,-0.04986356,1.4131308,7.4110656,7.4110627,2.861023e-06
415,5.997935,1.0684854,0.22154191,0.05538067,0.21425524,0.12517269,0.021214442,0.09691387,1.8029642,7.800899,7.800901,1.9073486e-06
416,5.997935,0.07358302,0.16159417,0.07579717,0.124705836,0.12011259,0.18721186,-0.17534828,0.5676564,6.5655913,6.565587,4.2915344e-06
417,5.997935,0.5955022,0.12306201,0.052851833,0.11458133,0.14352563,0.16978166,0.31189072,1.5111954,7.5091305,7.5091324,1.9073486e-06
418,5.997935,0.3663084,0.1372305,0.027454112,0.17079179,-0.010323137,0.22027177,-0.08831458,0.82341886,6.821354,6.8213525,1.4305115e-06
419,5.997935,0.7957755,0.07344001,0.033983383,0.13483551,-0.2340303,0.17953677,-0.016481213,0.9670597,6.9649944,6.9649963,1.9073486e-06
420,5.997935,-0.4289887,0.2540175,-0.0028292509,-0.15593065,-0.19990778,0.003421395,-0.39102185,-0.9212394,5.0766954,5.076695,4.7683716e-07
421,5.997935,-0.7316653,0.14872994,-0.11228828,0.008762834,0.0747946,-0.0077855326,-0.057570152,-0.677022,5.320913,5.3209167,3.8146973e-06
422,5.997935,-0.3000324,0.05451284,0.0046249162,-0.017768335,0.028387843,0.053450953,-0.07773801,-0.25456217,5.7433724,5.743369,3.33786e-06
423,5.997935,-0.16345303,-0.0073394626,-0.023722138,0.11652784,0.06092475,0.050337367,0.0676772,0.10095252,6.0988874,6.098888,4.7683716e-07
424,5.997935,-0.014964256,-0.10708009,0.017025637,-0.0032133001,-0.21105231,0.047333494,-0.17160681,-0.44355765,5.554377,5.5543766,4.7683716e-07
425,5.997935,0.22867836,0.012292905,-0.0378952,-0.041807186,-0.047778238,0.19861104,-0.46505907,-0.15295741,5.8449774,5.84497,7.1525574e-06
426,5.997935,0.23868018,0.29856628,-0.05578544,-0.014907218,0.09308386,0.04871704,-0.24979243,0.35856226,6.3564973,6.3564887,8.583069e-06
427,5.997935,-0.04323529,-0.061297297,-0.015602542,-0.088420026,-0.1579416,0.036110554,-0.11464796,-0.44503415,5.552901,5.552894,6.67572e-06
428,5.997935,0.27804944,0.05905976,-0.065757215,-0.05638886,0.08079827,-0.013760453,0.021210177,0.30321112,6.301146,6.3011384,7.6293945e-06
429,5.997935,-0.8219014,-0.04159649,-0.03064106,0.27317324,-0.084276415,-0.049500935,-0.09424604,-0.8489891,5.148946,5.14895,4.2915344e-06
430,5.997935,-0.6747262,0.15504996,0.08218704,0.33885196,-0.0017988064,0.17138122,0.0037610733,0.07470629,6.072641,6.072646,5.2452087e-06
431,5.997935,-0.69858503,0.08070067,0.05088039,0.24360748,-0.018747434,0.04985398,0.137728,-0.15456197,5.843373,5.8433757,2.861023e-06
432,5.997935,-0.84442025,0.3068722,-0.010197007,0.14778897,-0.11125825,0.016064674,-0.11942519,-0.61457485,5.38336,5.3833613,1.4305115e-06
433,5.997935,0.17791526,-0.11118514,0.010895459,0.49731067,-0.10984171,-0.16982898,-0.004392959,0.29087263,6.2888074,6.2888083,9.536743e-07
434,5.997935,0.23366979,-0.12589712,0.05322347,0.49231657,0.10326406,0.05350229,0.04330937,0.8533885,6.851323,6.8513293,6.198883e-06
435,5.997935,-0.55284494,-0.38685668,-0.24048777,-0.5594357,-0.943354,-0.51801014,-0.20098826,-3.4019775,2.5959573,2.5959566,7.1525574e-07
436,5.997935,-0.5674182,-0.39528993,-0.23237048,-0.5363241,-0.99136704,-0.2494065,-0.55374527,-3.5259216,2.4720132,2.472013,2.3841858e-07
437,5.997935,-0.49517137,-0.35045418,-0.26806587,-0.5616242,-0.9155326,-0.53242165,-0.4183869,-3.5416567,2.456278,2.4562767,1.4305115e-06
438,5.997935,0.5031437,-0.27734816,-0.23480599,-0.51026326,-0.7751411,-0.29419273,0.032305524,-1.5563021,4.4416327,4.441635,2.3841858e-06
439,5.997935,0.5706155,-0.24577248,-0.25335863,-0.49530825,-0.84439623,-0.25388762,0.054232832,-1.467875,4.53006,4.5300627,2.861023e-06
440,5.997935,-0.20375471,-0.36085743,-0.14023177,-0.2617752,-0.68110293,-0.48158914,-0.5852443,-2.7145553,3.2833796,3.2833776,1.9073486e-06
441,5.997935,-0.05462984,-0.21579164,-0.10319036,-0.36073157,-0.693559,0.24758367,0.3166827,-0.86363614,5.134299,5.1342993,4.7683716e-07
442,5.997935,0.25348672,0.07063151,0.13882743,0.424421,1.414162,0.27786466,0.33630955,2.9157028,8.913637,8.913648,1.04904175e-05
443,5.997935,0.018377587,0.04362446,0.113515146,0.46051627,1.4428885,0.18800586,0.20224196,2.4691699,8.467105,8.467112,6.67572e-06
444,5.997935,-0.23886766,0.16542903,0.1625431,0.46979028,1.3269396,0.29015413,0.3636784,2.539667,8.537601,8.537608,6.67572e-06
445,5.997935,-0.28069052,0.5471242,0.26758206,0.49960324,0.29144046,0.61626446,0.45449293,2.3958168,8.393751,8.393756,4.7683716e-06
446,5.997935,-0.30369914,0.50231403,0.2085677,0.13065976,0.2708721,0.41622922,0.0675612,1.2925048,7.2904396,7.290437,2.3841858e-06
447,5.997935,-0.3709603,0.52490115,0.23553939,0.15012151,0.28192157,0.43743458,0.09696007,1.3559179,7.3538527,7.353851,1.9073486e-06
448,5.997935,0.38672516,-0.21018752,-0.040031675,-0.09386152,0.16513006,-0.0028121313,0.3503571,0.5553194,6.553254,6.553257,2.861023e-06
449,5.997935,0.5952237,-0.20977478,-0.02330297,-0.11068862,0.14935318,0.025694823,0.39478084,0.8212862,6.819221,6.819224,2.861023e-06
450,5.997935,0.5366988,-0.14710031,-0.037100095,-0.17695947,0.14197414,0.04184,0.4097945,0.7691475,6.767082,6.767084,1.9073486e-06
451,5.997935,0.9356305,-0.22238488,0.026493486,-0.12934153,0.14937732,0.032321077,0.37474093,1.166837,7.164772,7.164775,2.861023e-06
452,5.997935,0.8838168,-0.16924798,0.023811227,-0.119475484,0.17370999,0.06467701,0.420235,1.2775265,7.275461,7.2754626,1.4305115e-06
453,5.997935,0.7157712,-0.18743564,0.019243592,-0.16026965,0.16604097,0.04794854,0.3703856,0.97168463,6.9696193,6.9696245,5.2452087e-06
454,5.997935,0.054140694,-0.163951,0.018776797,0.16297653,0.234063,-0.022182686,-0.21758127,0.06624207,6.064177,6.064175,1.9073486e-06
455,5.997935,0.20680042,-0.15955304,-0.010485343,0.09644085,0.22492334,0.0834266,-0.1370312,0.30452162,6.3024564,6.3024554,9.536743e-07
456,5.997935,0.5502983,-0.096406415,0.030337922,0.25637466,0.29457778,0.30618757,0.39081153,1.7321814,7.7301164,7.7301183,1.9073486e-06
457,5.997935,0.9973469,-0.11072788,0.0124144545,0.45653635,0.23285103,0.14337377,0.44351304,2.1753078,8.173243,8.173245,2.861023e-06
458,5.997935,0.32086748,-0.22096169,-0.030178512,0.10404759,0.23556688,-0.07084086,0.25729862,0.5957995,6.5937343,6.5937295,4.7683716e-06
459,5.997935,1.3410952,-0.07644337,-0.021145368,0.5768211,0.27796313,-0.1573277,0.61420333,2.5551662,8.553101,8.553098,2.861023e-06
460,5.997935,0.9364421,-0.114208065,-0.030948212,0.39367402,0.26238826,0.08312703,0.3542431,1.8847182,7.882653,7.8826528,4.7683716e-07
461,5.997935,-0.6508465,0.23953491,0.05352072,0.056872196,-0.4812279,0.1577416,0.19514082,-0.42926413,5.5686707,5.568674,3.33786e-06
462,5.997935,0.69296205,0.32632467,-0.008680928,0.21705894,-0.28912312,0.15816051,0.46383595,1.560538,7.5584726,7.5584784,5.722046e-06
463,5.997935,0.71776223,0.44424504,-0.039208256,0.19156918,-0.30850676,0.36095223,0.47595218,1.8427659,7.8407006,7.840702,1.4305115e-06
464,5.997935,0.4615082,0.5812041,-0.06599243,0.07838338,-0.024737345,0.26425025,0.4588897,1.753506,7.751441,7.751434,7.1525574e-06
465,5.997935,0.2528802,-0.105986565,0.09814895,-0.012084176,-0.49578297,0.116574846,-0.21153502,-0.35778475,5.64015,5.640144,6.198883e-06
466,5.997935,0.7984439,-0.15905108,0.08449663,0.00015678292,-0.4501746,0.14506081,0.18370372,0.60263616,6.600571,6.6005716,4.7683716e-07
467,5.997935,0.4176552,-0.0069304537,0.20178947,0.25300324,-0.37484598,0.09557666,0.5891956,1.1754438,7.1733785,7.1733747,3.8146973e-06
468,5.997935,1.2535715,-0.0011520928,0.17432664,0.23994069,-0.2506773,0.0391865,0.0542411,1.509437,7.507372,7.5073752,3.33786e-06
469,5.997935,-0.024197806,0.062655635,0.20736466,0.34968826,0.1690367,1.0164558,0.4684637,2.249467,8.247402,8.247407,4.7683716e-06
470,5.997935,-0.6018073,0.0049418653,-0.015490836,0.05011988,-0.72535974,0.6062984,0.026943622,-0.6543541,5.3435807,5.34358,9.536743e-07
471,5.997935,-0.09689478,-0.098996505,0.012175506,0.0018190544,-0.7816882,0.49677503,-0.23937604,-0.70618594,5.291749,5.291749,0.0
472,5.997935,-0.16624767,-0.24519512,-0.050643563,-0.2450722,-0.7642375,0.41698298,-0.16111872,-1.2155318,4.782403,4.7824025,4.7683716e-07
473,5.997935,0.23610274,-0.004381444,0.019244092,0.22094353,0.08629852,0.62608767,0.07156028,1.2558554,7.2537904,7.253786,4.2915344e-06
474,5.997935,-0.032502517,0.03066275,0.058480512,0.17390378,0.2545703,0.64156014,0.5188061,1.645481,7.643416,7.643413,2.861023e-06
475,5.997935,-0.07195242,0.60156196,-0.012346724,0.044961274,0.13969402,0.21285173,-0.058335852,0.85643405,6.8543687,6.8543706,1.9073486e-06
476,5.997935,0.07450852,0.59858984,0.06623761,0.44667488,0.26800588,0.27763125,0.049007874,1.7806559,7.7785907,7.778593,2.3841858e-06
477,5.997935,0.010905208,0.50945765,0.058172703,0.4040508,0.24616653,0.25403365,0.22152288,1.7043095,7.7022443,7.7022443,0.0
478,5.997935,0.12802343,0.97244394,0.09003919,0.45792106,0.28251362,0.26279494,0.04722114,2.2409573,8.238892,8.238897,5.722046e-06
479,5.997935,-0.3895782,-0.3897308,-0.057371456,-0.092385076,0.054394245,0.12052095,-0.17921889,-0.9333692,5.0645657,5.064565,4.7683716e-07
480,5.997935,-0.1928693,-0.017489221,-0.06929907,-0.046117093,0.08100356,0.062343176,-0.08759833,-0.2700263,5.7279086,5.727908,4.7683716e-07
481,5.997935,-0.28552076,-0.37904173,-0.035346977,-0.14544697,-0.016231408,0.009486367,0.07237422,-0.7797272,5.2182074,5.2182055,1.9073486e-06
482,5.997935,-0.78257245,0.27878535,0.025732378,-0.21076739,0.080735475,0.072931595,-0.22642298,-0.7615781,5.2363567,5.236356,9.536743e-07
483,5.997935,-0.8036816,-0.16199379,-0.02809983,-0.20445332,0.06986181,-0.20793544,-0.3413809,-1.6776831,4.3202515,4.32025,1.4305115e-06
484,5.997935,-0.98935187,-0.08049667,-0.105107956,0.0025527575,-0.009743976,0.10403811,-0.28646374,-1.3645732,4.633362,4.6333613,4.7683716e-07
485,5.997935,-1.518121,0.13594617,-0.036761608,0.37372202,-0.16888396,-0.70956546,-0.20121476,-2.1248786,3.8730562,3.873057,7.1525574e-07
486,5.997935,-0.9449324,0.283887,-0.06878802,-0.06497278,-0.18736197,0.03766841,-0.39208907,-1.3365889,4.661346,4.6613483,2.3841858e-06
487,5.997935,-0.8597394,0.29179484,-0.091146566,0.020670129,-0.16457473,0.19983603,-0.09015576,-0.69331557,5.3046193,5.304623,3.8146973e-06
488,5.997935,-0.8533759,0.23005109,-0.16535413,0.14589682,-0.08896993,0.18209928,-0.11199914,-0.6616519,5.3362827,5.3362875,4.7683716e-06
489,5.997935,-0.8862859,0.2605676,-0.13395219,-0.06082485,-0.18471281,0.16088103,-0.21061175,-1.0549388,4.942996,4.942999,2.861023e-06
490,5.997935,-0.97425604,0.18748891,-0.14315379,0.0062430254,-0.1561698,0.02060829,-0.29526925,-1.3545086,4.643426,4.643427,9.536743e-07
491,5.997935,-0.9201132,0.23382612,-0.14408445,-0.06651654,-0.17162365,0.026153322,-0.1394765,-1.1818349,4.8161,4.8161025,2.3841858e-06
492,5.997935,-0.45041946,-0.23842475,0.043229662,0.03326207,0.070566535,0.3920614,0.37985212,0.23012757,6.2280626,6.2280684,5.722046e-06
493,5.997935,0.5505455,0.6709791,0.070032395,0.308877,1.3812699,-0.01865592,0.3466357,3.3096833,9.307618,9.307622,3.8146973e-06
494,5.997935,-1.6411949,-0.16551882,-0.10047477,-0.18489367,-0.25889435,-0.23668815,-0.4552823,-3.042947,2.9549878,2.9549887,9.536743e-07
495,5.997935,-1.6542612,0.034109496,-0.031173244,-0.18185164,-1.2602663,-0.17189953,-0.4384327,-3.7037752,2.2941597,2.2941594,2.3841858e-07
496,5.997935,-1.7073684,-0.1289388,-0.0053413883,-0.19673483,-0.2304926,-0.2513506,-0.30427268,-2.8244994,3.1734354,3.1734347,7.1525574e-07
497,5.997935,-1.1073679,-0.22242613,-0.08239931,-0.3181125,-0.5184388,-0.34972757,-0.40985632,-3.0083284,2.9896064,2.9896061,2.3841858e-07
498,5.997935,-0.7478059,-0.031916097,-0.05446952,0.20979065,-0.11914949,0.16289958,-0.26590386,-0.84655464,5.15138,5.1513844,4.2915344e-06
499,5.997935,-0.7714321,-0.14103732,-0.0640831,0.1892918,-0.14418262,-0.22342455,-0.30370107,-1.4585689,4.539366,4.539371,5.2452087e-06
500,5.997935,0.18895313,-0.00950625,-0.03451401,-0.09668813,-0.004887303,0.20335156,0.10546087,0.35216987,6.350105,6.3501034,1.4305115e-06
501,5.997935,-0.59691286,-0.115732946,-0.03790265,-0.13985178,-0.025862057,0.048324086,-0.09892517,-0.9668634,5.0310717,5.0310717,0.0
502,5.997935,-0.25716263,0.2717061,0.08154403,-0.056771275,0.057137165,0.10595529,-0.53359604,-0.33118737,5.6667476,5.6667457,1.9073486e-06
503,5.997935,0.065708496,-0.071941204,0.09415848,-0.034098066,0.06955068,0.19570695,-0.027132282,0.29195306,6.289888,6.2898874,4.7683716e-07
504,5.997935,0.33957398,-0.11895367,0.020434588,0.03684625,0.04193033,0.015835185,0.13822201,0.47388867,6.4718237,6.471822,1.9073486e-06
505,5.997935,-0.08540164,0.27827024,0.09713431,0.0651342,0.20244154,0.09530648,-0.23962823,0.4132569,6.411192,6.411191,9.536743e-07
506,5.997935,0.21730967,0.14627783,0.09543591,-0.06913053,-0.2241007,0.07920141,0.10450918,0.34950277,6.3474374,6.3474326,4.7683716e-06
507,5.997935,-0.06362853,0.17910531,0.040733267,0.14275913,0.1843663,0.050959356,0.19246933,0.7267642,6.724699,6.724694,5.2452087e-06
508,5.997935,0.31044936,0.17248042,0.008931606,-0.05103607,0.12688093,0.082882755,0.077895716,0.7284847,6.7264194,6.7264137,5.722046e-06
509,5.997935,0.13637248,-0.22984004,-0.05000995,-0.25189626,0.027078956,-0.08164276,-0.61660206,-1.0665396,4.931395,4.9313955,4.7683716e-07
510,5.997935,0.111053586,-0.15406024,0.009962836,0.100773655,0.14343955,-0.05174827,-0.083784714,0.0756364,6.073571,6.073565,6.198883e-06
511,5.997935,-1.1766733,0.22511135,0.10251401,0.1615369,-0.8577064,0.12710613,-0.45212415,-1.8702354,4.1276994,4.127699,4.7683716e-07
512,5.997935,-0.005016231,-0.016252538,0.020895371,-0.28908744,0.08063073,-0.0025712997,0.018888468,-0.19251294,5.805422,5.805417,4.7683716e-06
513,5.997935,-1.5670025,-0.1291682,-0.08145077,0.19515006,-0.26618272,-0.5018912,-0.016944157,-2.3674896,3.6304452,3.630444,1.1920929e-06
514,5.997935,-0.76905197,-0.14173017,-0.107285805,0.2845659,0.15897039,-0.11036868,-0.36726487,-1.0521653,4.9457693,4.9457726,3.33786e-06
515,5.997935,-0.703852,-0.09875277,-0.056113224,0.15846257,0.14156817,-0.09802541,0.095899954,-0.5608127,5.4371223,5.437128,5.722046e-06
516,5.997935,-0.4663408,-0.1684969,-0.22902647,-0.3389816,-0.48861247,-1.2772954,-0.75789756,-3.7266512,2.2712836,2.2712812,2.3841858e-06
517,5.997935,-0.014509668,0.28211045,0.24989352,-0.2856268,0.15425159,0.07377497,0.47264683,0.9325409,6.9304757,6.9304724,3.33786e-06
518,5.997935,0.4379877,0.45430437,0.16622804,-0.018467434,0.13329318,0.080852516,0.03851277,1.2927111,7.290646,7.2906437,2.3841858e-06
519,5.997935,1.6844908,0.079285316,0.22176589,0.46116918,0.058679055,0.3927323,0.3110538,3.2091763,9.207111,9.207105,6.67572e-06
520,5.997935,1.5577319,0.16069148,0.26382923,0.48533693,0.06943914,0.39929655,0.6020828,3.538408,9.536343,9.536339,3.8146973e-06
