样本索引,基线值,Conju-Max-Distance_SHAP,Wavelength_SHAP,ET(30)_SHAP,PEOE-Charge_SHAP,Atomic-LogP_SHAP,Atomic-MR_SHAP,rg_SHAP,SHAP总和,重建预测值,模型预测值,误差
168,5.997935,-0.7626654,0.46542245,0.07182008,0.3785049,0.020779192,0.1899549,-0.1864269,0.17738925,6.175324,6.1753287,4.7683716e-06
169,5.997935,-0.8168856,-0.10392329,-0.014874616,0.271179,0.012253771,0.19574037,-0.33252066,-0.789031,5.208904,5.208907,3.33786e-06
170,5.997935,-0.89378524,0.0992848,0.038122375,0.30385816,0.05008778,0.16565986,-0.085513316,-0.32228562,5.675649,5.6756487,4.7683716e-07
171,5.997935,-0.22370651,-0.29226193,-0.058873024,0.06723093,0.16242503,0.13846095,-0.57839173,-0.78511626,5.2128186,5.2128134,5.2452087e-06
172,5.997935,-0.06465244,0.4219399,-0.048656385,0.20785944,0.23454748,0.29929033,0.078756995,1.1290854,7.1270204,7.1270165,3.8146973e-06
173,5.997935,0.4315442,0.70669025,0.0016797832,0.3268773,0.18674666,0.06764088,0.3418244,2.0630035,8.060938,8.060945,6.67572e-06
174,5.997935,0.959174,-0.11366059,0.009379186,0.3589335,0.21426836,0.08027477,0.21975969,1.728129,7.7260637,7.726064,4.7683716e-07
175,5.997935,0.77218485,-0.2826373,-0.060033638,-0.11212074,-0.31114852,0.102024294,0.06688553,0.17515445,6.173089,6.173087,1.9073486e-06
176,5.997935,0.26291266,-0.14983536,-0.030207485,-0.113281466,0.030165475,-0.024558555,-0.4849661,-0.5097708,5.488164,5.4881616,2.3841858e-06
177,5.997935,0.47590747,0.057253003,-0.06911829,0.035059936,0.17044683,0.10539806,0.37188423,1.1468313,7.144766,7.144764,1.9073486e-06
178,5.997935,1.1984565,-0.14174128,-0.023860032,-0.096205056,-0.25852478,0.12367498,0.07510281,0.87690324,6.874838,6.8748355,2.3841858e-06
179,5.997935,0.7298844,-0.08793937,-0.032295387,0.046138268,0.11516139,0.07411684,-0.037430584,0.8076355,6.80557,6.805572,1.9073486e-06
180,5.997935,0.6130744,0.06168682,-0.055156365,-0.21827866,0.11152487,-0.0011268882,0.08930014,0.6010244,6.598959,6.598959,0.0
181,5.997935,0.89486355,0.16199322,-0.026579956,0.03013418,0.18991466,0.07163342,0.034324713,1.3562839,7.3542185,7.3542213,2.861023e-06
182,5.997935,0.9691994,-0.15810242,0.056809466,-0.007152788,-0.0767599,0.21689183,0.46382314,1.4647088,7.4626436,7.462645,1.4305115e-06
183,5.997935,-0.017265879,-0.022142926,0.11927657,-0.016344946,-0.10213586,0.120415844,-0.23590946,-0.15410666,5.843828,5.8438196,8.583069e-06
184,5.997935,0.8889351,-0.15332645,0.020487608,-0.027675835,-0.08324693,0.19012766,0.34129837,1.1765995,7.1745343,7.174535,4.7683716e-07
185,5.997935,0.1037153,-0.1984542,0.031949703,0.29677427,0.23537073,0.15134113,0.14079675,0.7614937,6.7594285,6.7594266,1.9073486e-06
186,5.997935,0.3747215,0.02067295,-0.014342264,0.004735864,-0.044187292,0.070108846,-0.19334067,0.21836887,6.216304,6.216307,3.33786e-06
187,5.997935,0.293398,0.57187706,-0.052333858,0.28540248,-0.23622712,0.2489914,0.35483295,1.4659407,7.463876,7.4638767,9.536743e-07
188,5.997935,0.44391134,0.7776445,-0.073771514,0.2966364,0.14592409,0.29016477,0.4680769,2.3485866,8.346521,8.34652,9.536743e-07
189,5.997935,0.16457607,-0.15590294,0.04396342,0.29726204,0.28349793,0.3076744,0.2947363,1.2358072,7.2337418,7.233744,2.3841858e-06
190,5.997935,0.26989862,-0.14077781,0.026443059,-0.3067243,0.11080178,-0.026301302,0.05757716,-0.009082798,5.988852,5.988848,3.8146973e-06
191,5.997935,0.5403266,0.28896528,0.012233072,-0.19545636,-0.7276564,-0.10198356,0.56241536,0.37884396,6.3767786,6.376776,2.3841858e-06
192,5.997935,-1.3143889,-0.046818163,-0.5450855,0.48837137,0.34154305,-0.45254427,-0.21113546,-1.7400578,4.257877,4.2578783,1.4305115e-06
193,5.997935,-0.016955094,-0.091140494,-0.26573148,0.14246254,0.22036242,0.3432459,0.0016658735,0.33390966,6.3318443,6.331843,1.4305115e-06
194,5.997935,0.03508778,0.8467824,-0.0111083025,0.26126263,0.23319735,0.37779304,0.42450118,2.1675162,8.165451,8.165462,1.04904175e-05
195,5.997935,0.008870284,0.8673677,-0.023810485,0.28380093,0.22458626,0.3562745,0.22443207,1.9415213,7.939456,7.9394507,5.2452087e-06
196,5.997935,0.43664426,0.74907386,0.029879164,0.3398854,0.19666778,0.09081069,0.48536953,2.3283305,8.326265,8.326274,8.583069e-06
197,5.997935,0.18778025,-0.20425032,-0.069116294,0.31076095,0.27741715,0.22349383,0.33963713,1.0657227,7.0636578,7.0636573,4.7683716e-07
198,5.997935,0.014115887,-0.10843741,-0.13957368,0.028439628,-0.78170484,-0.005813622,0.051287707,-0.94168633,5.0562487,5.056252,3.33786e-06
199,5.997935,0.3957538,-0.17493522,-0.093502946,-0.05492168,0.013969299,-0.025191277,-0.2744527,-0.21328071,5.784654,5.78465,4.2915344e-06
200,5.997935,-0.10345217,-0.1491487,-0.142156,-0.31699237,-0.8511473,0.19338274,-0.008538101,-1.3780519,4.619883,4.6198835,4.7683716e-07
201,5.997935,-0.028321225,-0.30519503,-0.13061704,-0.2663319,0.19068141,0.3522187,0.2787905,0.091225356,6.08916,6.0891647,4.7683716e-06
202,5.997935,-0.6528417,0.24775347,-0.06189534,0.1414269,0.30122626,-0.68032306,-0.50739557,-1.212049,4.785886,4.7858887,2.861023e-06
203,5.997935,-0.57251376,0.26332843,0.026509218,0.035316307,0.012904613,-1.0234995,-0.3252548,-1.5832095,4.4147253,4.4147277,2.3841858e-06
204,5.997935,-0.62322634,0.38548166,-0.021907577,0.09634036,0.061458904,-0.67223936,-0.13981004,-0.9139024,5.0840325,5.084035,2.3841858e-06
205,5.997935,-0.60353184,0.3998887,-0.058052287,-0.3028193,0.03689602,-0.8433516,-0.27709243,-1.6480628,4.349872,4.349874,1.9073486e-06
206,5.997935,-0.65952224,0.22738789,-0.008240796,-0.1560443,0.009333495,-0.30073968,-0.20305325,-1.0908788,4.907056,4.907057,9.536743e-07
207,5.997935,-0.63457686,0.33906978,-0.0018315708,-0.1433235,-0.012088222,-0.09919522,-0.18063389,-0.73257947,5.265355,5.265355,0.0
208,5.997935,-0.8229988,-0.5130896,-0.1548202,-0.13498062,-0.084285215,-0.12035253,-0.7426247,-2.5731518,3.424783,3.4247825,4.7683716e-07
209,5.997935,-0.75676244,-0.37407365,-0.11373681,-0.10386269,-0.023131827,0.17514119,-0.63752884,-1.833955,4.1639795,4.1639824,2.861023e-06
210,5.997935,-0.7869166,-0.3374329,-0.059525844,0.0066814967,0.043894373,0.2880523,-0.29902685,-1.144274,4.8536606,4.853661,4.7683716e-07
211,5.997935,0.22862022,-0.20566268,0.039415374,0.05032026,0.16270672,-0.17475738,-0.008928925,0.09171359,6.0896482,6.0896487,4.7683716e-07
212,5.997935,0.9923611,-0.20182538,0.08265166,0.080889046,0.16108456,-0.23101398,-0.13524891,0.74889815,6.746833,6.746837,4.2915344e-06
213,5.997935,0.3748857,0.18368168,-0.026335085,0.22058557,0.21298765,-0.19479047,0.32987303,1.1008881,7.098823,7.0988197,3.33786e-06
214,5.997935,0.39947364,0.278784,-0.063721895,0.25113714,0.21967955,0.19461833,0.3616436,1.6416144,7.6395493,7.6395493,0.0
215,5.997935,1.0378118,0.3233661,0.038355544,0.23200978,0.17700553,0.13145082,0.18377553,2.123775,8.12171,8.121709,9.536743e-07
216,5.997935,1.1151009,0.3524319,0.03636226,0.23799725,0.19106697,0.21806747,0.3463774,2.497404,8.495338,8.4953375,9.536743e-07
217,5.997935,0.060440205,-0.05265977,0.068473116,0.17258303,0.17874524,0.21815859,-0.04334355,0.60239685,6.600332,6.600327,4.7683716e-06
218,5.997935,0.10873801,-0.048283756,0.08055274,0.29597083,0.18515924,0.24304745,0.047083363,0.9122679,6.910203,6.910198,4.7683716e-06
219,5.997935,0.37316242,-0.31872168,-0.05287765,0.1696743,-0.03675714,0.041621897,-0.011162567,0.16493958,6.162874,6.1628695,4.7683716e-06
220,5.997935,-0.30311984,-0.62283206,-0.23517501,-0.4215544,-0.72255844,-0.42298135,-0.5915458,-3.3197668,2.678168,2.6781657,2.3841858e-06
221,5.997935,-0.32622078,-0.5484686,-0.20130329,-0.38953412,-0.33425602,-0.28972623,-0.5204733,-2.6099823,3.3879526,3.387947,5.4836273e-06
222,5.997935,0.79885244,-0.31655565,-0.13942473,-0.019580273,-0.31815383,-0.08856533,0.17118411,0.08775676,6.0856915,6.0856895,1.9073486e-06
223,5.997935,-0.59599626,-0.19880565,-0.026638329,-0.054791305,-0.2855153,0.045995425,-0.114782855,-1.2305342,4.7674007,4.767405,4.2915344e-06
224,5.997935,-0.28610533,-0.19406664,-0.04269075,-0.08973327,-0.3681515,-0.05691054,-0.22991067,-1.2675688,4.7303658,4.7303696,3.8146973e-06
225,5.997935,-0.121676505,-0.19936393,-0.012300529,-0.14760925,-0.36070976,-0.03870166,-0.21413387,-1.0944955,4.9034395,4.9034395,0.0
226,5.997935,0.58577067,-0.18814926,-0.012369874,-0.007124935,-0.19412857,-0.039007563,0.14055325,0.2855437,6.2834787,6.283478,9.536743e-07
227,5.997935,0.19543836,-0.12675299,-0.108314686,0.03740529,0.09189478,-0.05799831,-0.21642645,-0.184754,5.813181,5.813179,1.9073486e-06
228,5.997935,0.279975,-0.14730623,-0.044181455,0.0945583,0.10834879,-0.018559162,0.18464051,0.45747578,6.4554105,6.455406,4.2915344e-06
229,5.997935,0.33816868,-0.14862926,-0.0074122534,0.13124345,0.14303736,0.11385867,0.32620937,0.896476,6.8944106,6.894407,3.8146973e-06
230,5.997935,0.49894124,-0.16503286,0.07313339,0.14322071,-0.13197558,0.1924054,0.4616348,1.0723271,7.070262,7.070258,3.8146973e-06
231,5.997935,0.72457284,-0.15288465,-0.06087956,0.10806542,-0.17365868,0.09556827,0.3416742,0.88245785,6.8803926,6.880387,5.722046e-06
232,5.997935,0.5395326,-0.12395204,0.12647772,0.026786644,-0.0859121,0.17461148,0.43936634,1.0969106,7.0948453,7.0948424,2.861023e-06
233,5.997935,-0.558678,-0.21417716,-0.031966716,-0.095375784,-0.32570443,0.048436724,0.038148165,-1.1393172,4.858618,4.8586183,4.7683716e-07
234,5.997935,-0.2886799,-0.20057242,-0.042371355,-0.12165713,-0.39044127,-0.027860012,0.043060955,-1.0285212,4.9694138,4.9694147,9.536743e-07
235,5.997935,0.27141306,-0.18644884,0.15640888,-0.06754434,0.12228281,-0.13649198,-0.060047302,0.09957227,6.097507,6.097509,1.9073486e-06
236,5.997935,0.031325545,-0.19983868,0.010460483,-0.21466959,0.115673676,0.25021884,0.2649003,0.2580706,6.2560053,6.256001,4.2915344e-06
237,5.997935,-0.039312523,-0.10012077,0.00061316,0.057930205,0.19077605,0.03353291,-0.02572665,0.11769238,6.1156273,6.11563,2.861023e-06
238,5.997935,0.0039477423,-0.10885465,0.01814429,0.1076011,0.20663454,0.08739492,0.031081166,0.3459491,6.343884,6.343884,0.0
239,5.997935,0.33382055,-0.092254065,0.046794023,0.042231552,0.17364818,0.07274114,0.001975015,0.5789564,6.5768914,6.576889,2.3841858e-06
240,5.997935,-0.42423272,0.21619707,-0.005680885,0.15196483,0.19317728,0.16455491,0.18274866,0.47872913,6.476664,6.4766665,2.3841858e-06
241,5.997935,-0.36172846,0.17608394,-0.06447434,0.11966074,0.19720662,0.19109201,0.11526811,0.37310863,6.371043,6.371045,1.9073486e-06
242,5.997935,-0.78683585,-0.058881838,-0.09474371,-0.1928801,-0.27090332,-0.098135725,-0.30955496,-1.8119355,4.1859994,4.186001,1.4305115e-06
243,5.997935,-0.051703442,0.090478554,-0.022604223,-0.12662442,-0.26667354,-0.029850893,-0.39259648,-0.79957443,5.1983604,5.1983595,9.536743e-07
244,5.997935,-0.009661709,0.14184883,-0.05634947,-0.12670502,-0.2271678,0.05342299,0.22157341,-0.003038764,5.994896,5.9948955,4.7683716e-07
245,5.997935,0.2787871,0.1404346,0.01097729,-0.038956042,-0.28768143,0.031950414,-0.089063205,0.04644873,6.0443835,6.044381,2.3841858e-06
246,5.997935,-0.014406331,-0.07851316,0.096856155,0.053956427,-0.08610893,0.20913616,0.10213807,0.2830584,6.2809935,6.280993,4.7683716e-07
247,5.997935,0.014038755,-0.07144867,0.12140569,0.1265901,-0.03794099,0.3711444,0.20560096,0.72939026,6.727325,6.7273245,4.7683716e-07
248,5.997935,-0.6225132,0.065366164,-0.04075782,0.08160765,0.058497604,0.18291962,-0.20789726,-0.48277724,5.5151577,5.5151596,1.9073486e-06
249,5.997935,-0.6319149,-0.20352459,0.031617362,0.046216525,0.07596049,0.26460683,-0.107533716,-0.524572,5.473363,5.473361,1.9073486e-06
250,5.997935,0.045838267,-0.1939403,-0.017499011,0.057001736,0.1791168,0.18192086,-0.053998314,0.19844005,6.196375,6.1963735,1.4305115e-06
251,5.997935,0.20964195,-0.16590285,0.01600343,0.1930589,0.16908714,0.2224974,0.3643982,1.0087842,7.006719,7.0067186,4.7683716e-07
252,5.997935,0.5201074,0.063262746,0.010579459,0.06830461,0.2822692,0.2286656,0.14028645,1.3134755,7.3114104,7.311411,4.7683716e-07
253,5.997935,0.33329803,-0.17073847,-0.022283826,0.109822236,0.19602004,0.114820614,0.36255392,0.92349255,6.9214272,6.921428,9.536743e-07
254,5.997935,0.4661946,-0.13657424,0.038410436,-0.12791082,0.092143,0.2188017,-0.018231342,0.53283334,6.5307684,6.530767,1.4305115e-06
255,5.997935,-0.002543422,-0.115829274,0.010511271,-0.39848098,0.065137565,-0.17924736,-0.18319234,-0.80364454,5.19429,5.1942863,3.8146973e-06
256,5.997935,-0.074301496,-0.3230644,-0.07775617,-0.11188496,-0.08961813,0.013084433,-0.06807195,-0.7316127,5.266322,5.2663217,4.7683716e-07
257,5.997935,-0.30205294,-0.29631412,-0.082238756,-0.89723104,0.04695633,-0.11385341,-0.52669865,-2.1714327,3.826502,3.826505,2.861023e-06
258,5.997935,0.05201886,-0.2587015,-0.051280882,-0.28749222,0.07778353,-0.09467578,-0.17636992,-0.7387179,5.259217,5.2592173,4.7683716e-07
259,5.997935,0.11637955,-0.22804764,-0.017250549,0.1966014,0.12975354,0.020953013,0.2723519,0.49074122,6.488676,6.488674,1.9073486e-06
260,5.997935,0.8739291,-0.19413577,-0.009739995,0.045344304,0.112097576,0.12665354,0.05834577,1.0124944,7.0104294,7.010431,1.4305115e-06
261,5.997935,-0.8258867,-0.54384905,-0.054865208,-0.23812954,-0.06976809,-0.1465138,-0.3428631,-2.2218754,3.7760594,3.7760603,9.536743e-07
262,5.997935,-0.095531754,-0.2742803,-0.055897824,-0.33903432,0.019398402,-0.115282536,-0.314992,-1.1756203,4.8223143,4.822311,3.33786e-06
263,5.997935,-0.31509912,-0.37783533,0.008848347,-0.27950934,-0.58734095,-0.11174373,-0.26750556,-1.9301856,4.067749,4.0677505,1.4305115e-06
264,5.997935,-0.6970746,-0.3234397,-0.17500609,-0.70963097,-0.6553497,-0.09944201,-0.41910747,-3.0790505,2.9188843,2.9188838,4.7683716e-07
265,5.997935,-0.7822486,-0.4891661,-0.09044439,-0.5888098,-0.04717533,-0.15723486,-0.41949847,-2.5745776,3.4233572,3.42336,2.861023e-06
266,5.997935,0.47929445,-0.25216556,-0.17518838,-0.26157248,-0.49596122,-0.19434844,0.05526243,-0.8446792,5.1532555,5.153257,1.4305115e-06
267,5.997935,0.4435335,-0.23368485,-0.13124701,-0.22895312,0.20442736,-0.14146909,0.08483758,-0.002555631,5.995379,5.9953837,4.7683716e-06
268,5.997935,0.42778236,-0.3239503,-0.1741557,0.052545797,-0.447849,-0.27726167,-0.16781372,-0.9107022,5.0872326,5.087233,4.7683716e-07
269,5.997935,0.24245998,0.47817045,0.040261418,0.15085222,0.082795516,0.17352656,-0.046778,1.1212881,7.1192226,7.119223,4.7683716e-07
270,5.997935,0.3600989,0.35339063,0.61783177,0.10692833,0.002826151,0.04100524,0.19052947,1.6726104,7.670545,7.670543,1.9073486e-06
271,5.997935,0.6605109,0.31484354,0.5278719,-0.027351594,0.16484715,0.017428175,0.50558233,2.1637323,8.161667,8.161665,1.9073486e-06
272,5.997935,0.58635044,0.44162917,0.023408005,0.15006106,0.19995934,0.451003,0.23380592,2.086217,8.084152,8.084148,3.8146973e-06
273,5.997935,0.60850275,0.56665313,0.05830829,0.29606974,0.24055672,0.44321367,0.032072026,2.2453763,8.243311,8.243313,1.9073486e-06
274,5.997935,0.67062265,0.55880594,0.056752294,0.28053728,0.22939773,0.46051785,0.23680033,2.4934342,8.491369,8.491373,3.8146973e-06
275,5.997935,0.30772123,-0.110169485,0.035757802,0.35135078,0.19548039,0.02228516,-0.04698332,0.75544256,6.7533774,6.7533755,1.9073486e-06
276,5.997935,-0.73807013,-0.31149235,-0.18192266,-0.036366478,-0.038631465,-0.01597628,-0.6462726,-1.9687319,4.029203,4.0292034,4.7683716e-07
277,5.997935,-0.39291438,-0.18935734,-0.2272567,-0.057098888,-0.033475485,-0.017905384,-0.5095696,-1.4275777,4.5703573,4.570354,3.33786e-06
278,5.997935,0.35838678,0.040158875,-0.077058755,0.05707255,-0.00917388,0.017350936,0.43003005,0.81676656,6.8147016,6.8146944,7.1525574e-06
279,5.997935,0.74423134,0.225036,0.12836441,0.12020792,0.031614684,0.06189502,0.35387295,1.6652224,7.6631575,7.6631513,6.198883e-06
280,5.997935,1.1303042,0.228132,0.17173742,0.15583384,0.09118237,0.038453467,0.19178785,2.0074313,8.005366,8.005365,9.536743e-07
281,5.997935,-1.1011692,0.018936923,0.014171593,-0.117747836,0.31625682,0.18537676,-0.046913724,-0.7310887,5.266846,5.266847,9.536743e-07
282,5.997935,-0.51790845,-0.008452632,-0.006641254,0.27157357,0.15217958,0.09645593,-0.1385826,-0.15137589,5.846559,5.8465605,1.4305115e-06
283,5.997935,0.019871533,-0.24539566,-0.06360824,-0.18021472,-0.034503818,-0.25940728,0.2704707,-0.49278745,5.5051475,5.505142,5.2452087e-06
284,5.997935,-0.16066647,-0.17358546,-0.09507536,-0.68399197,-0.023044486,-0.013333536,-0.0872742,-1.2369715,4.7609634,4.760965,1.4305115e-06
285,5.997935,-0.7075775,0.19955713,-0.0120160505,-0.29515573,0.108579576,0.093344435,-0.0036548658,-0.61692303,5.381012,5.381015,2.861023e-06
286,5.997935,-0.9097718,-0.20244454,-0.053667676,-0.074342944,-0.31017694,-0.21590129,-0.14457308,-1.9108783,4.0870566,4.087053,3.8146973e-06
287,5.997935,-0.5441792,-0.034413774,0.008300228,-0.020586936,0.11765331,0.1134459,0.07019089,-0.28958952,5.7083454,5.7083483,2.861023e-06
288,5.997935,-0.33815768,-0.47285414,-0.45798054,-0.3197516,-0.4050308,-0.34089872,-0.5517678,-2.8864412,3.1114936,3.1114967,3.0994415e-06
289,5.997935,-0.26883715,-0.38937443,-0.55748427,-0.46886048,-0.36298424,-0.3303893,-0.49421254,-2.8721426,3.1257923,3.125794,1.66893e-06
290,5.997935,0.02351623,0.40546715,-0.19863598,0.16794823,-0.2007699,0.34706333,0.0658862,0.61047524,6.60841,6.608413,3.33786e-06
291,5.997935,-0.678938,0.04673587,0.039780013,-0.08143261,-0.22482571,0.054915037,-0.34533596,-1.1891015,4.808833,4.8088336,4.7683716e-07
292,5.997935,0.19587101,0.69458854,0.046113484,0.08595731,-0.051011343,0.38691694,0.38732013,1.745756,7.743691,7.743693,1.9073486e-06
293,5.997935,0.35974923,0.1945949,0.014182339,0.20217751,-0.13419563,0.096830174,0.386437,1.1197755,7.11771,7.1177053,4.7683716e-06
294,5.997935,0.41691557,-0.010277508,-0.0055254796,0.12188486,-0.14688909,0.2120234,0.010202321,0.59833413,6.596269,6.596267,1.9073486e-06
295,5.997935,0.7161817,0.1801998,-0.045022152,0.18498984,-0.14456074,0.05620713,0.39908236,1.3470778,7.3450127,7.3450065,6.198883e-06
296,5.997935,0.43384388,-0.06877962,0.021141583,0.105770566,-0.041483525,0.20625694,0.07610083,0.7328507,6.7307854,6.730784,1.4305115e-06
297,5.997935,0.41492802,-0.15451908,-0.02514363,0.08754222,-0.11885651,0.058742512,0.3989826,0.66167617,6.6596107,6.6596084,2.3841858e-06
298,5.997935,0.19800298,0.12200888,-0.11854971,-0.14146523,0.13249177,-0.06904231,-0.17386042,-0.05041404,5.9475207,5.947524,3.33786e-06
299,5.997935,-0.116685696,0.10910788,0.24737097,0.7043838,2.3450074,0.39053395,0.2571115,3.9368298,9.934765,9.93477,4.7683716e-06
300,5.997935,0.71950793,0.22157742,0.19068226,0.77170473,2.2888238,0.52629566,0.5050067,5.2235985,11.221533,11.22153,2.861023e-06
301,5.997935,-0.9337873,-0.415655,-0.11649526,-0.41878387,-0.06129313,-0.14909078,-0.08795396,-2.1830595,3.8148754,3.8148785,3.0994415e-06
302,5.997935,0.16399857,0.3950701,-0.026955599,0.04377654,0.12698215,0.13559692,-0.14652602,0.69194263,6.6898775,6.6898794,1.9073486e-06
303,5.997935,0.005422979,-0.16625308,-0.10144722,0.044463526,0.059755623,-0.08219719,-0.2198072,-0.46006253,5.5378723,5.537873,4.7683716e-07
304,5.997935,-0.89334196,-0.391016,-0.16863514,-0.13808928,-0.061507456,-0.16362813,-0.11605079,-1.9322689,4.065666,4.065668,1.9073486e-06
305,5.997935,0.10765892,-0.09136442,-0.005549131,-0.08708617,0.014331482,0.058101907,-0.0951165,-0.099023916,5.898911,5.8989134,2.3841858e-06
306,5.997935,0.061311033,0.31007874,-0.048909444,0.034716427,0.19000383,0.06465267,0.013506702,0.62535995,6.623295,6.6232944,4.7683716e-07
307,5.997935,0.28713107,-0.22488776,0.014451777,-0.079702444,0.0704136,0.08766635,0.022214174,0.17728677,6.1752214,6.1752253,3.8146973e-06
308,5.997935,0.36649504,0.18204007,0.007726196,0.11117258,0.032035958,0.17129226,0.47048947,1.3412515,7.339186,7.339183,3.33786e-06
309,5.997935,0.6404106,-0.18362151,-0.09904598,0.056553587,0.09934895,0.09486701,0.3445369,0.95304954,6.9509845,6.950983,1.4305115e-06
310,5.997935,0.25080934,0.22799447,-0.075017475,0.058675595,0.12509483,0.07151977,0.020287272,0.6793638,6.6772985,6.6773,1.4305115e-06
311,5.997935,0.32749653,-0.13669933,0.020428572,-0.11153315,-0.046402764,0.12960225,0.3344804,0.5173725,6.5153074,6.5153046,2.861023e-06
312,5.997935,0.7554788,-0.11425106,-0.016994687,0.19293061,0.1688004,0.19302985,0.38276815,1.561762,7.5596967,7.5596952,1.4305115e-06
313,5.997935,1.1781503,-0.13032615,0.07016111,-0.21522099,-0.07883914,0.050724067,0.34454277,1.219192,7.217127,7.217133,6.198883e-06
314,5.997935,0.86559385,-0.116776235,0.13546926,0.16198795,-0.18179062,0.042989854,0.3794844,1.2869585,7.284893,7.2848926,4.7683716e-07
315,5.997935,1.0782126,-0.1311532,0.11985655,0.15809341,-0.12929586,0.095251575,0.2721945,1.4631597,7.4610944,7.4610953,9.536743e-07
316,5.997935,1.245511,-0.14789326,0.020579781,-0.18956889,-0.052409034,0.09929681,0.1090441,1.0845605,7.082495,7.0825,4.7683716e-06
317,5.997935,-0.021913722,0.058363814,0.06478863,-0.0528705,-0.084061705,0.10954557,0.052018702,0.1258708,6.1238055,6.123803,2.3841858e-06
318,5.997935,0.3342587,-0.15794757,0.024669634,0.16725186,0.021834511,0.168262,-0.06443713,0.49389198,6.491827,6.4918246,2.3841858e-06
319,5.997935,0.3319293,-0.10999794,0.02965543,0.13071124,0.1685102,0.32616156,0.049804654,0.92677444,6.9247093,6.924702,7.1525574e-06
320,5.997935,0.7673749,-0.0812427,0.046172597,0.041207608,-0.085863546,0.31494322,0.31937972,1.3219718,7.3199067,7.319907,4.7683716e-07
321,5.997935,0.7065903,-0.028844642,0.06611072,-0.022403624,0.050254095,0.32702655,0.23487951,1.3336129,7.3315477,7.331549,1.4305115e-06
322,5.997935,0.036929827,-0.0033153,0.04747821,-0.11527919,-0.5517661,-0.19043082,0.3200895,-0.45629385,5.5416408,5.5416403,4.7683716e-07
323,5.997935,0.0052188965,-0.18920659,0.06341518,-0.21627258,-0.49738017,0.12024861,0.21922374,-0.49475294,5.503182,5.5031834,1.4305115e-06
324,5.997935,-0.19230036,-0.14786048,-0.011302403,-0.061890088,-0.78827417,0.054587312,-0.29721534,-1.4442555,4.5536795,4.553682,2.3841858e-06
325,5.997935,-0.5204406,-0.2557251,0.065456904,0.13751355,-0.43730077,-0.04165398,-0.15243323,-1.2045833,4.7933517,4.7933564,4.7683716e-06
326,5.997935,0.45966184,-0.25525513,0.005123546,-0.012877189,0.20439214,0.012826815,0.07276716,0.48663917,6.484574,6.4845777,3.8146973e-06
327,5.997935,0.38197875,0.09399252,-0.03001481,-0.20639962,-0.5524459,-0.081530154,0.21240827,-0.18201092,5.8159237,5.815927,3.33786e-06
328,5.997935,-0.48369598,-0.08140862,-0.01400424,-0.014985218,0.010878914,0.016661102,-0.24390124,-0.81045526,5.1874795,5.187479,4.7683716e-07
329,5.997935,-0.029592797,-0.18898275,0.0173858,0.15078561,-0.100416034,-0.036454298,0.19942738,0.012152895,6.0100875,6.0100884,9.536743e-07
330,5.997935,0.17662568,0.32714245,0.114767835,0.18542267,-0.040652573,0.38400397,0.32455993,1.47187,7.469805,7.469806,1.4305115e-06
331,5.997935,0.4824211,0.43153548,0.038131714,0.20917009,-0.12063142,0.13280293,0.35292652,1.5263563,7.524291,7.5242906,4.7683716e-07
332,5.997935,0.066984,0.38680083,0.12771754,-0.4488771,0.053085167,0.025310332,-0.48017234,-0.26915157,5.728783,5.7287793,3.8146973e-06
333,5.997935,0.8023574,0.31463102,-0.07307694,-0.39222068,0.09487453,0.09018491,0.33957884,1.1763291,7.174264,7.174263,9.536743e-07
334,5.997935,-0.8956201,-0.1741818,-0.040725462,-0.121947765,-0.010514336,-0.116421364,-0.53770727,-1.8971181,4.1008167,4.100816,9.536743e-07
335,5.997935,-0.89009553,0.14475825,-0.04036602,-0.16462068,0.092330694,-0.08765813,-0.362157,-1.3078084,4.6901264,4.690128,1.4305115e-06
336,5.997935,-0.85982925,-0.14705074,-0.116574414,-0.32940662,-0.17935558,-0.23800851,-0.6472658,-2.5174909,3.480444,3.480441,2.861023e-06
337,5.997935,-0.69960785,-0.013908522,-0.08603187,-0.25616235,-0.100477934,-0.15485694,-0.06639089,-1.3774363,4.6204987,4.620499,4.7683716e-07
338,5.997935,-0.77655804,0.047123734,-0.063120455,-0.22113034,0.12847663,-0.08123747,-0.37564155,-1.3420875,4.6558475,4.655846,1.4305115e-06
339,5.997935,-0.7842221,0.26621002,-0.034962427,-0.22280067,0.18105891,-0.09204389,-0.17369527,-0.86045545,5.1374793,5.13748,4.7683716e-07
340,5.997935,-0.72889024,-0.36212674,-0.11302759,-0.23376766,-0.043807123,-0.052686866,-0.49064904,-2.0249553,3.9729795,3.9729824,2.861023e-06
341,5.997935,-0.67395395,0.08560855,-0.058193073,-0.20407112,0.055070575,-0.13907167,-0.26953375,-1.2041445,4.7937903,4.79379,4.7683716e-07
342,5.997935,-0.6430136,0.296184,-0.04666344,-0.17875549,0.009607081,-0.043940343,-0.14223813,-0.74881995,5.249115,5.2491126,2.3841858e-06
343,5.997935,-0.6251452,0.3103962,-0.04356864,-0.20103928,0.0075751333,-0.048389465,0.054964192,-0.545207,5.452728,5.4527264,1.4305115e-06
344,5.997935,-0.53741455,0.3207864,-0.089663565,-0.119071975,-0.042663947,-0.11392413,-0.025446119,-0.6073979,5.390537,5.390538,1.4305115e-06
