model,seed,n_features,MSE_ln,MAE_ln,MSE_lg,MAE_lg,R2
M0_原始6特征,185,6,0.8084936312429454,0.6615735846621685,0.1524913558118139,0.2873177571917336,0.653037377258971
M0_原始6特征,186,6,1.3831465345493972,0.9117970850984931,0.2608776150970946,0.3959884426737452,0.5919279959296373
M0_原始6特征,187,6,1.1692160882440614,0.8410453032847385,0.22052783057699332,0.36526133424720875,0.5530373948491872
M0_原始6特征,188,6,1.2510155876743672,0.814070196102191,0.23595617297924382,0.3535461940490796,0.502146604614498
M0_原始6特征,189,6,1.2921755801556472,0.8049079422064203,0.2437194290101233,0.34956707774034984,0.6367133096706908
M0_原始6特征,190,6,0.8595881368841773,0.7011752303168306,0.16212837722877613,0.3045165333738412,0.652047686896907
M0_原始6特征,191,6,1.1301433536391494,0.787419428955449,0.21315825579627645,0.3419719129387611,0.596724697399107
M0_原始6特征,192,6,1.0424505239674748,0.785541519225029,0.1966183623761515,0.3411563471053273,0.6371043949836073
M0_原始6特征,193,6,1.0470061611804233,0.7757704767944174,0.19747760884185497,0.3369128372952701,0.5267823829842393
M0_原始6特征,194,6,1.0816751694628335,0.8194415163916394,0.20401658932771005,0.35587892881132205,0.6770521529714919
M0_原始6特征,195,6,1.0948180766109499,0.753568293942566,0.20649549534858236,0.32727055179650405,0.6563074472031933
M0_原始6特征,196,6,1.3028720682114399,0.7936816116495963,0.24573691177439083,0.3446915443274993,0.4950964205205497
M0_原始6特征,197,6,1.1072914381798173,0.8039774978185501,0.20884811724152588,0.34916299087697994,0.6086142329028228
M0_原始6特征,198,6,1.1940151663781164,0.7821052128920956,0.22520522678818103,0.3396639782268051,0.5944506505330946
M0_原始6特征,199,6,1.0940581178332487,0.7838709888757105,0.20635215823386127,0.3404308449927663,0.5501252610944776
M0_原始6特征,200,6,1.2555575299932547,0.8585768175622701,0.23681283642773807,0.37287517415734883,0.5565831240273043
M0_原始6特征,201,6,1.1421028846858148,0.834872578628758,0.21541396324245107,0.3625805539908083,0.5438231494534408
M0_原始6特征,202,6,1.1816223764445881,0.8602839083544492,0.22286780164810982,0.37361655426850005,0.4390985112201907
M0_原始6特征,203,6,1.0401081549604418,0.7345597288825474,0.1961765641827076,0.31901523688203903,0.6312541931397617
M0_原始6特征,204,6,1.3045792815146438,0.8480608628453217,0.24605891217266893,0.3683081530518337,0.5149322193257284
M0_原始6特征,205,6,0.885878479251244,0.71796831159628,0.1670870433176449,0.3118096759076589,0.6332255573380603
M0_原始6特征,206,6,0.9799643523274117,0.7394026532639761,0.1848327395033602,0.32111849221716826,0.6231940656822708
M0_原始6特征,207,6,0.900207479889227,0.7206921024848919,0.16978966044445537,0.31299260326044137,0.5758847215595999
M0_原始6特征,208,6,1.2310682388608705,0.8761217709310951,0.2321938696686476,0.3804948505906794,0.6514515586250647
M0_原始6特征,209,6,1.2401512385704148,0.802764335511569,0.23390702965782076,0.348636121181405,0.5417421222380852
M0_原始6特征,210,6,1.1992001813246937,0.8293697644482971,0.22618318125628556,0.3601907121572952,0.5435719531161018
M0_原始6特征,211,6,0.8729762436097659,0.704277296359622,0.164653530758062,0.305863743538725,0.6093555123152414
M0_原始6特征,212,6,1.2676892619539268,0.7872602692691659,0.23910102298053046,0.3419027907652669,0.5472939022472538
M0_原始6特征,213,6,1.1235050940952283,0.8034032853474312,0.21190620239849395,0.348913613569333,0.5834620032629999
M0_原始6特征,214,6,0.8807065162583965,0.7217358861409061,0.16611155060068267,0.3134459127425491,0.6136454478068816
M0_原始6特征,215,6,1.0170341966280456,0.7788594377295968,0.19182454574485908,0.3382543559842332,0.6152638099487433
M0_原始6特征,216,6,0.9609320510027684,0.7596167277140888,0.18124302485248284,0.3298973532076337,0.616179783345521
M0_原始6特征,217,6,1.2683085498682318,0.8552707777376986,0.23921782792498633,0.371439379304585,0.5893682166525869
M0_原始6特征,218,6,1.091716726508193,0.7382459951535697,0.20591054444267426,0.3206161619823701,0.6714507335578542
M0_原始6特征,219,6,0.9056091337380965,0.7259554123573871,0.17080847554355996,0.31527842969461295,0.6464759436759618
M0_原始6特征,220,6,1.2478859008190288,0.8450554012155844,0.2353658774303435,0.3670028976504668,0.43097644806260127
M0_原始6特征,221,6,1.2696394521801202,0.8008849601537542,0.23946885166858825,0.34781991883408114,0.5499757193222603
M0_原始6特征,222,6,1.1351056915991236,0.819626907921997,0.21409421078005234,0.35595944332994794,0.5614088751781372
M0_原始6特征,223,6,1.095845970399993,0.824991145301506,0.20668936814048147,0.35828910202348785,0.6449300998551881
M0_原始6特征,224,6,0.938150035022017,0.7150352609818307,0.1769460701570076,0.3105358682106606,0.634275541794161
M0_原始6特征,225,6,0.8869006104097116,0.6879785817273159,0.16727982921001192,0.2987853017117986,0.6277470876213558
M0_原始6特征,226,6,0.9951711202248146,0.7703691902545438,0.1877009138025511,0.33456708835582466,0.6374125201173353
M0_原始6特征,227,6,1.5252722918669939,0.9135060447282083,0.28768419537382733,0.396730634410726,0.531483271253208
M0_原始6特征,228,6,1.0659649358379006,0.7634653658942828,0.20105345550326253,0.33156879553213414,0.6098652632033107
M0_原始6特征,229,6,1.0633841167954126,0.7986649749165406,0.200566682843979,0.3468557914956526,0.5836308034506583
M0_原始6特征,230,6,1.173611645089156,0.8255274791159906,0.22135688401285764,0.3585220288395766,0.5275043325749457
M0_原始6特征,231,6,1.0379141262170326,0.7766519215585042,0.1957627446981209,0.3372956438924155,0.6335962992485542
M0_原始6特征,232,6,1.4284019351493549,0.8664970617068315,0.26941331300319304,0.3763148924846584,0.5776243431886618
M0_原始6特征,233,6,1.2149740709957828,0.7949814434839959,0.22915832135562364,0.34525605412058125,0.5473638115745519
M0_原始6特征,234,6,1.1724670052930577,0.8435502546514666,0.2211409915584485,0.3663492208032148,0.5993821015973089
M0_原始6特征,235,6,1.0734099419963494,0.803977474782289,0.20245767074906948,0.3491629808724589,0.6331477596667847
M0_原始6特征,236,6,1.1359455416234538,0.8034641255897408,0.2142526163183765,0.3489400361508457,0.556810161443673
M0_原始6特征,237,6,1.346881691282333,0.8510734491646701,0.25403764146663343,0.3696165026665839,0.5187772246329749
M0_原始6特征,238,6,1.1546009377986652,0.8038496999166822,0.21777124224940708,0.34910748895339994,0.6138179540100837
M0_原始6特征,239,6,1.1698713101891571,0.8154851245684671,0.22065141309997707,0.35416068967427117,0.6096026798185212
