Num-Conju-Stru,Conju-Num-Atom-All,Conju-Num-Atom-Ratio,Conju-Wt-Ave,Full-Mol Wiener Index,Conju-Num-Atom-Individual,Conju-Wt-Part,Conju-Wt-Ave.1,Conju-Max-Distance,Conju-Branch-Ratio,Conju-Stru-Wiener-Index,Conju-Stru-VSA,Apperant-Elec-Count-Sum,Apperant-Elec-Count-Ave,Apperant-Elec-Count-Max,Apperant-Elec-Count-Min,Apperant-Elec-Count-Delta,Apperant-Elec-Count-Weighted,Apperant-Elec-Count-Weighted-Ave,Apperant-Elec-Count-PositiveDisCoef,Apperant-Elec-Count-PositiveDisCoef-PairMean,Apperant-Elec-Count-NegativeDisCoef,Apperant-Elec-Count-NegativeDisCoef-PairMean,Apperant-Elec-Count-GradSum,Apperant-Elec-Count-GradSum-PairMean,Apperant-Elec-Count-MaxMinDisRatio,Apperant-Elec-Count-LaplaceSum,Apperant-Elec-Count-Laplace-PairMean,PEOE-Charge-Sum,PEOE-Charge-Ave,PEOE-Charge-Max,PEOE-Charge-Min,PEOE-Charge-Delta,PEOE-Charge-Weighted,PEOE-Charge-Weighted-Ave,PEOE-Charge-PositiveDisCoef,PEOE-Charge-PositiveDisCoef-PairMean,PEOE-Charge-NegativeDisCoef,PEOE-Charge-NegativeDisCoef-PairMean,PEOE-Charge-GradSum,PEOE-Charge-GradSum-PairMean,PEOE-Charge-MaxMinDisRatio,PEOE-Charge-LaplaceSum,PEOE-Charge-Laplace-PairMean,EState-Indice-Sum,EState-Indice-Ave,EState-Indice-Max,EState-Indice-Min,EState-Indice-Delta,EState-Indice-Weighted,EState-Indice-Weighted-Ave,EState-Indice-PositiveDisCoef,EState-Indice-PositiveDisCoef-PairMean,EState-Indice-NegativeDisCoef,EState-Indice-NegativeDisCoef-PairMean,EState-Indice-GradSum,EState-Indice-GradSum-PairMean,EState-Indice-MaxMinDisRatio,EState-Indice-LaplaceSum,EState-Indice-Laplace-PairMean,Atomic-LogP-Sum,Atomic-LogP-Ave,Atomic-LogP-Max,Atomic-LogP-Min,Atomic-LogP-Delta,Atomic-LogP-Weighted,Atomic-LogP-Weighted-Ave,Atomic-LogP-PositiveDisCoef,Atomic-LogP-PositiveDisCoef-PairMean,Atomic-LogP-NegativeDisCoef,Atomic-LogP-NegativeDisCoef-PairMean,Atomic-LogP-GradSum,Atomic-LogP-GradSum-PairMean,Atomic-LogP-MaxMinDisRatio,Atomic-LogP-LaplaceSum,Atomic-LogP-Laplace-PairMean,Atomic-MR-Sum,Atomic-MR-Ave,Atomic-MR-Max,Atomic-MR-Min,Atomic-MR-Delta,Atomic-MR-Weighted,Atomic-MR-Weighted-Ave,Atomic-MR-PositiveDisCoef,Atomic-MR-PositiveDisCoef-PairMean,Atomic-MR-NegativeDisCoef,Atomic-MR-NegativeDisCoef-PairMean,Atomic-MR-GradSum,Atomic-MR-GradSum-PairMean,Atomic-MR-MaxMinDisRatio,Atomic-MR-LaplaceSum,Atomic-MR-Laplace-PairMean,ET(30) (Solvent),Wavelength (Exp nm),values_ln
1,150,0.612244898,0.562169857,9.439812646,150,1823.602,12.15734667,40,0.775,9.261431767,1923.765078,150,1.0,19,2,17,361,2.406666667,206993,18.52286353,1126.287691,0.100786371,0.0,0.0,0.125,0.0,0.0,-5.904031937,-0.039360213,0.242091675,-0.85294845,1.095040125,-13.05740275,-0.087049352,337.4027728,0.030192642,1.11215306,9.95e-05,84.00103843,0.007516871,0.7,28.58243807,0.002557713,316.7767857,2.111845238,39.77253448,3.661323654,36.11121083,721.9284229,4.812856153,928212.5249,83.06152348,4897.214894,0.438229521,925.0569,0.082779141,0.4,293.5128926,0.026265136,26.6067,0.177378,3.5847,-0.3765,3.9612,66.7161,0.444774,6391.021593,0.571903498,33.08540377,0.002960663,199.5901062,0.017860412,0.35,69.43057175,0.006213027,521.631,3.47754,67.409,6.886,60.523,1271.309,8.475393333,2484805.148,222.3539282,13737.22851,1.229282194,446.2000361,0.039928415,0.125,151.2629554,0.013535835,37.4,830,7.090076836
1,35,0.875,0.822258431,3.816025641,35,422.381,12.06802857,19,0.0,3.746218487,513.2451334,35,1.0,19,2,17,80,2.285714286,4458,7.492436975,143.1329598,0.240559596,0.0,0.0,0.947368421,0.0,0.0,-1.45089428,-0.041454122,-0.027406322,-0.826741663,0.799335341,-2.968907599,-0.084825931,8.170585938,0.013732077,0.169880231,0.000285513,8.358418954,0.014047763,0.315789474,4.283338926,0.007198889,71.84958765,2.052845361,35.98417373,3.357437033,32.6267367,151.8396698,4.338276281,19722.33051,33.14677397,563.7948452,0.947554362,111.2075478,0.186903442,0.263157895,51.98607599,0.087371556,5.3313,0.152322857,3.2893,0.0161,3.2732,12.8234,0.366382857,99.39933994,0.167057714,3.058146794,0.005139743,20.03530053,0.033672774,0.263157895,9.910572605,0.016656425,122.925,3.512142857,65.429,6.886,58.543,282.335,8.066714286,54984.86764,92.41154225,1768.911817,2.972961037,43.66088159,0.073379633,0.263157895,21.54316004,0.036206992,33.9,750,4.430816799
1,23,0.821428571,0.769732329,2.739417989,23,278.249,12.09778261,15,0.0,2.76284585,346.3700148,23,1.0,13,2,11,52,2.260869565,1398,5.5256917,77.58342491,0.306653853,0.0,0.0,0.466666667,0.0,0.0,-1.131282946,-0.049186215,-0.036459198,-0.692896764,0.656437566,-1.727393446,-0.075104063,4.134518268,0.016341969,0.101835685,0.000402513,4.556133957,0.018008435,0.466666667,2.36866949,0.00936233,50.49557786,2.195459907,27.13239454,3.737498993,23.39489555,98.58682748,4.286383803,7507.971829,29.67577798,325.5403449,1.286720731,91.6688836,0.362327603,0.933333333,46.37242781,0.183290229,2.2453,0.097621739,2.0369,-0.5651,2.602,7.2004,0.31306087,2.54814222,0.010071708,0.677522244,0.002677954,12.1872638,0.048171003,0.933333333,5.814985172,0.022984131,81.299,3.53473913,45.832,6.894,38.938,185.303,8.056652174,17404.62713,68.79299259,973.4062659,3.847455596,23.55,0.093083004,0.866666667,12.31878022,0.048690831,33.9,730,3.871201011
1,23,0.793103448,0.744333982,2.873152709,23,280.241,12.1843913,15,0.0,2.76284585,326.9593958,23,1.0,13,2,11,53,2.304347826,1398,5.5256917,77.58342491,0.306653853,0.0,0.0,0.466666667,0.0,0.0,-1.100558939,-0.047850389,0.080930799,-0.433577203,0.514508002,-1.97755509,-0.085980656,3.962585098,0.015662392,0.040104711,0.000158517,5.602835187,0.022145594,0.2,2.908524117,0.011496143,50.31956673,2.187807249,25.75787877,3.742743879,22.0151349,104.0942823,4.525838361,7407.57244,29.27894245,326.2818754,1.289651682,88.87203126,0.351272851,0.8,45.13431594,0.178396506,2.9346,0.127591304,2.0618,0.1377,1.9241,7.6338,0.331904348,18.5097729,0.073161158,1.290755901,0.005101802,9.883990691,0.039067157,0.866666667,4.923642487,0.019461037,79.44,3.453913043,45.832,7.397,38.435,184.198,8.008608696,16236.67373,64.17657602,941.6975095,3.722124543,29.89746436,0.118171796,0.533333333,14.7717531,0.058386376,33.9,600,2.833213344
1,22,0.709677419,0.656369774,3.078494624,22,264.242,12.011,14,0.0,2.640692641,313.9016548,22,1.0,13,2,11,51,2.318181818,1220,5.281385281,72.94458597,0.315777428,0.0,0.0,0.5,0.0,0.0,-0.848843409,-0.038583791,-0.036459215,-0.491588242,0.455129027,-1.635355008,-0.074334319,2.06344078,0.008932644,0.085945127,0.000372057,2.586891682,0.011198665,0.428571429,1.446055986,0.006259983,46.83094231,2.128679196,26.89841298,3.765166758,23.13324623,97.74406962,4.442912256,5861.798181,25.3757497,303.9941934,1.315992179,71.67011364,0.310260232,0.928571429,37.11744759,0.160681591,2.9464,0.133927273,2.0369,0.1377,1.8992,7.2497,0.329531818,20.15661863,0.087258089,1.42437484,0.006166125,4.952551943,0.021439619,0.5,2.343640697,0.010145631,77.914,3.541545455,45.832,7.397,38.435,180.802,8.218272727,15291.60421,66.19742081,915.8666979,3.9647909,17.58921041,0.076143768,0.571428571,8.984173924,0.038892528,33.9,620,3.044522438
1,22,0.785714286,0.732987517,2.739417989,22,264.242,12.011,14,0.0,2.640692641,313.9016548,22,1.0,13,2,11,51,2.318181818,1220,5.281385281,72.94458597,0.315777428,0.0,0.0,0.5,0.0,0.0,-0.8590335,-0.039046977,-0.036459215,-0.501778332,0.465319117,-1.664230263,-0.07564683,2.126242178,0.009204512,0.088256391,0.000382062,2.581123257,0.011173694,0.428571429,1.434291837,0.006209056,46.33429396,2.106104271,26.51428979,3.756591964,22.75769783,96.70002579,4.395455718,5718.936392,24.7573004,298.0818032,1.290397416,70.87828749,0.306832413,0.857142857,36.62168513,0.158535433,2.9464,0.133927273,2.0369,0.1377,1.8992,7.2497,0.329531818,20.15661863,0.087258089,1.42437484,0.006166125,4.952551943,0.021439619,0.5,2.343640697,0.010145631,77.914,3.541545455,45.832,7.397,38.435,180.802,8.218272727,15291.60421,66.19742081,915.8666979,3.9647909,17.58921041,0.076143768,0.571428571,8.984173924,0.038892528,33.9,600,2.772588722
1,22,0.814814815,0.762662603,2.616809117,22,264.242,12.011,14,0.0,2.640692641,328.3592642,22,1.0,13,2,11,50,2.272727273,1220,5.281385281,72.94458597,0.315777428,0.0,0.0,0.5,0.0,0.0,-0.876598782,-0.039845399,-0.036459218,-0.519343614,0.482884396,-1.648323638,-0.074923802,2.232462887,0.009664342,0.09230107,0.000399572,2.60750268,0.01128789,0.428571429,1.437719241,0.006223893,46.76126566,2.125512076,26.89308972,3.752397355,23.14069236,96.29900969,4.377227713,5891.148105,25.50280565,302.4029078,1.309103497,67.81260244,0.29356105,0.928571429,34.33293363,0.148627418,2.9685,0.134931818,2.0369,0.1377,1.8992,7.1579,0.325359091,20.60573704,0.089202325,1.440936124,0.006237819,4.897737492,0.021202327,0.5,2.292428746,0.009923934,77.755,3.534318182,45.832,7.397,38.435,176.975,8.044318182,15202.7717,65.81286451,912.9568133,3.952193997,17.26197733,0.074727175,0.571428571,8.622831878,0.037328277,33.9,600,3.401197382
1,23,0.821428571,0.777143359,2.739417989,23,283.24,12.31478261,15,0.0,2.76284585,334.7972111,24,1.043478261,13,2,11,53,2.304347826,1576,6.229249012,82.22226385,0.324989185,4.638838939,0.018335332,0.466666667,1.990648141,0.007868174,-0.820719487,-0.035683456,0.072624571,-0.393104991,0.465729562,-1.206538567,-0.052458199,2.056025827,0.008126584,0.043583454,0.000172267,4.269190768,0.016874272,0.6,2.346980316,0.009276602,54.63152855,2.37528385,23.49035589,2.624876193,20.86547969,98.17381372,4.268426683,9330.78739,36.88058257,327.439486,1.294227217,132.444082,0.523494395,0.6,64.51757023,0.255010159,3.2306,0.14046087,2.0369,0.1377,1.8992,7.2619,0.315734783,27.11308953,0.107166362,1.533870185,0.006062728,6.957893036,0.027501554,0.466666667,3.398107174,0.013431254,78.77,3.424782609,45.832,7.397,38.435,181.154,7.87626087,15855.89662,62.67152815,928.9066328,3.671567719,28.5457066,0.11282888,0.533333333,13.33049734,0.052689713,33.9,600,2.708050201
1,22,0.709677419,0.637541921,3.078494624,22,264.242,12.011,14,0.0,2.640692641,313.9016548,22,1.0,13,2,11,51,2.318181818,1220,5.281385281,72.94458597,0.315777428,0.0,0.0,0.5,0.0,0.0,-0.733071014,-0.03332141,-0.036459215,-0.445294825,0.408835611,-1.305649775,-0.059347717,1.351116737,0.00584899,0.061562956,0.000266506,2.950771573,0.012773903,0.357142857,1.667667944,0.007219342,38.29831503,1.740832501,22.11594394,1.451265081,20.66467886,77.45209849,3.520549932,3543.804791,15.34114628,211.517679,0.915660948,80.83569803,0.349938087,0.857142857,40.78406602,0.176554398,2.9464,0.133927273,2.0369,0.1377,1.8992,7.2497,0.329531818,20.15661863,0.087258089,1.42437484,0.006166125,4.952551943,0.021439619,0.5,2.343640697,0.010145631,77.914,3.541545455,45.832,7.397,38.435,180.802,8.218272727,15291.60421,66.19742081,915.8666979,3.9647909,17.58921041,0.076143768,0.571428571,8.984173924,0.038892528,33.9,600,1.945910149
1,24,0.827586207,0.781354732,2.873152709,24,290.26,12.09416667,16,0.0,2.89673913,365.2384203,24,1.0,13,2,11,54,2.25,1599,5.793478261,81.99028333,0.297066244,0.0,0.0,0.9375,0.0,0.0,-0.817201463,-0.034050061,0.151180195,-0.432556265,0.58373646,-1.284906553,-0.053537773,2.071890125,0.007506848,0.049031929,0.000177652,4.319838935,0.01565159,0.625,2.262355654,0.008196941,55.07165323,2.294652218,24.9633478,2.78060139,22.18274641,104.2881678,4.345340323,9772.310517,35.40692216,360.0299828,1.30445646,108.4594086,0.392968872,0.625,52.52906748,0.190322708,2.96318,0.123465833,2.0369,0.01678,2.02012,7.26818,0.302840833,20.59152141,0.074606962,1.432512369,0.005190262,6.023404273,0.021823929,0.9375,2.735132406,0.0099099,83.527,3.480291667,45.832,5.613,40.219,190.303,7.929291667,19005.99897,68.86231512,1006.051159,3.645112895,27.6512459,0.100185674,0.875,13.37873392,0.048473674,33.9,730,3.17805383
1,27,0.794117647,0.756812093,3.421568627,27,346.349,12.82774074,17,0.0,3.215099715,373.2369981,27,1.0,13,2,11,64,2.37037037,2257,6.43019943,97.4881016,0.277743879,0.0,0.0,0.411764706,0.0,0.0,-0.941935477,-0.034886499,0.083107221,-0.448983813,0.532091034,-1.568441463,-0.058090425,2.93290957,0.008355868,0.041104211,0.000117106,6.288474675,0.017915882,0.588235294,3.391654525,0.009662833,56.1390255,2.079223167,26.56261637,3.760305128,22.80231124,119.4916693,4.425617382,10187.58885,29.02446965,387.643253,1.104396732,105.0726369,0.299352242,0.705882353,52.44909896,0.149427632,3.9248,0.145362963,2.0369,-0.0519,2.0888,9.8851,0.366114815,45.20398548,0.128786283,2.10847312,0.006007046,12.43971916,0.035440795,0.941176471,5.988040575,0.017059945,98.124,3.634222222,45.832,7.397,38.435,232.539,8.612555556,30154.98172,85.91162885,1280.141486,3.647126742,50.87731345,0.144949611,0.470588235,25.71372423,0.073258474,33.9,600,4.158883083
1,19,0.904761905,0.860988689,2.442857143,19,236.189,12.431,11,0.0,2.263157895,293.1432925,19,1.0,16,2,14,42,2.210526316,774,4.526315789,58.70003608,0.343275065,0.0,0.0,0.818181818,0.0,0.0,-0.836585621,-0.044030822,0.159329083,-0.652559355,0.811888438,-1.118569682,-0.058872089,1.731518544,0.010125839,-0.045622673,-0.000266799,6.88551879,0.040266192,0.818181818,3.578720491,0.02092819,47.04551397,2.476079682,32.06016903,2.593663732,29.4665053,80.33452399,4.228132841,5711.597264,33.40115359,261.0371226,1.526532881,112.6294856,0.658651963,0.454545455,55.46909744,0.324380687,2.31436,0.121808421,2.566,0.01678,2.54922,5.82226,0.306434737,7.856896787,0.045946765,0.895430247,0.005236434,8.43148113,0.049306907,0.909090909,4.246940327,0.024835908,62.516,3.290315789,55.756,5.613,50.143,142.98,7.525263158,7758.642825,45.37218026,669.9522482,3.917849405,42.28385689,0.247274017,0.818181818,20.71155795,0.121120222,40.7,620,7.414572881
1,21,0.84,0.802054579,2.63,21,268.187,12.77080952,11,0.0,2.366666667,290.3435557,21,1.0,16,2,14,48,2.285714286,994,4.733333333,68.87146465,0.327959355,0.0,0.0,0.818181818,0.0,0.0,-1.26911956,-0.060434265,0.532237183,-0.214327289,0.746564472,-1.56238038,-0.074399066,3.9916574,0.019007892,-0.186875857,-0.000889885,13.33443353,0.063497303,0.363636364,6.575792131,0.031313296,54.36867891,2.58898471,28.69958513,1.605759163,27.09382597,95.1847378,4.532606562,8250.896798,39.28998475,315.6830501,1.50325262,159.3189789,0.758661804,0.818181818,76.98817824,0.366610373,2.24656,0.106979048,3.3372,0.01678,3.32042,6.77406,0.322574286,5.036140879,0.023981623,0.716466743,0.003411746,17.46085927,0.083146949,0.909090909,8.360982571,0.039814203,65.886,3.137428571,56.762,5.613,51.149,157.426,7.49647619,8880.761161,42.28933886,730.702122,3.479533914,65.85018864,0.313572327,0.818181818,31.54115629,0.150195982,40.7,700,7.649692624
1,20,0.952380952,0.914228,2.442857143,20,246.208,12.3104,12,0.0,2.394736842,331.422317,20,1.0,16,2,14,43,2.15,910,4.789473684,62.87950938,0.330944786,0.0,0.0,0.666666667,0.0,0.0,-0.553228923,-0.027661446,0.159329083,-0.327875446,0.487204529,-0.425922116,-0.021296106,0.868020171,0.004568527,-0.032531479,-0.000171218,5.711330729,0.030059635,0.583333333,2.942332018,0.015485958,51.68700178,2.584350089,31.20355357,2.51781418,28.68573939,80.53051966,4.026525983,7691.171749,40.47985131,292.8443425,1.541286013,130.1086103,0.68478216,0.416666667,62.51071274,0.329003751,2.34294,0.117147,2.17508,0.01678,2.1583,5.45664,0.272832,9.377964432,0.049357708,1.031974864,0.005431447,4.799809955,0.025262158,0.666666667,2.090363557,0.011001913,66.603,3.33015,55.756,5.613,50.143,149.085,7.45425,9463.616838,49.80850967,730.248907,3.8434153,40.5769978,0.213563146,0.666666667,19.37458248,0.101971487,40.7,630,7.299797367
1,26,0.742857143,0.708281956,3.557983193,26,338.33,13.01269231,14,0.0,2.801538462,381.1396744,27,1.038461538,16,2,14,62,2.384615385,1944,5.981538462,103.6939227,0.319058224,7.877380952,0.024238095,0.642857143,3.945561697,0.01214019,-0.890782661,-0.034260872,0.159329083,-0.507809552,0.667138635,-1.500902733,-0.057727028,2.290629701,0.007048091,-0.005582374,-1.72e-05,9.205764988,0.028325431,0.642857143,4.653687325,0.014319038,59.47066742,2.287333362,33.29124976,2.713757588,30.57749218,111.4656884,4.287141862,10822.48775,33.29996229,400.0933136,1.23105635,134.8600489,0.414953997,0.357142857,61.26651383,0.18851235,4.16926,0.160356154,2.5154,0.0161,2.4993,9.84496,0.378652308,38.19302993,0.117517015,2.531000458,0.007787694,16.81924589,0.051751526,0.714285714,8.348750243,0.025688462,91.421,3.516192308,55.079,5.613,49.466,213.236,8.201384615,21587.64626,66.42352697,1210.950518,3.726001592,89.41832206,0.275133299,0.642857143,44.78164269,0.13778967,40.7,780,7.937374696
1,74,1.0,0.955291494,6.429470566,74,947.674,12.80640541,34,0.0,6.429470566,1078.462753,76,1.027027027,19,2,17,172,2.324324324,37108,13.73861533,436.1300817,0.161469856,17.21284887,0.006372769,0.323529412,5.114265518,0.001893471,-3.014023685,-0.04073005,0.21212776,-0.895530568,1.107658328,-5.526429462,-0.074681479,58.16191274,0.021533474,0.351471251,0.000130126,38.35458174,0.014200141,0.676470588,15.58637103,0.005770593,148.8888889,2.012012012,36.32271419,1.805095716,34.51761847,308.1698108,4.164456903,143792.1779,53.23664492,1569.477507,0.581072754,449.4849785,0.166414283,0.941176471,172.7961283,0.063974872,12.5448,0.169524324,3.2893,-0.0519,3.3412,28.893,0.390445946,1073.62569,0.397491925,10.46254619,0.003873582,81.73035673,0.030259295,0.852941176,32.32227271,0.01196678,265.152,3.583135135,65.588,6.886,58.702,609.03,8.230135135,447847.3783,165.807989,5353.021603,1.981866569,252.6912963,0.093554719,0.147058824,96.6571418,0.035785687,40.7,800,6.907755279
1,74,1.0,0.953354084,6.429470566,74,947.674,12.80640541,34,0.0,6.429470566,1078.462753,76,1.027027027,19,2,17,172,2.324324324,37108,13.73861533,436.1300817,0.161469856,17.21284887,0.006372769,0.323529412,5.114265518,0.001893471,-3.138562917,-0.042413012,0.194109872,-0.895530568,1.08964044,-5.893518829,-0.079642146,61.98656241,0.022949486,0.420832398,0.000155806,37.3773152,0.013838325,0.970588235,15.21390486,0.005632693,147.8888889,1.998498498,36.38334302,1.825561774,34.55778124,306.9707387,4.148253225,142649.7218,52.81366967,1545.706965,0.572272108,421.046763,0.15588551,0.941176471,163.6884019,0.060602889,13.0694,0.176613514,3.2893,-0.0519,3.3412,29.9422,0.404624324,1143.108409,0.423216738,11.46169401,0.0042435,80.17612992,0.029683869,0.852941176,32.01225874,0.011852002,265.986,3.594405405,65.588,6.886,58.702,610.698,8.252675676,449951.4406,166.5869828,5390.435913,1.995718591,258.3923321,0.095665432,0.147058824,98.61070473,0.036508961,40.7,850,6.684611728
1,59,1.0,0.955943671,5.15371128,59,765.513,12.97479661,27,0.0,5.15371128,855.8400729,61,1.033898305,19,2,17,138,2.338983051,19116,11.17241379,330.2794391,0.193032986,16.20039977,0.009468381,0.407407407,5.080991431,0.002969603,-2.438293925,-0.041327016,0.194109872,-0.895530568,1.08964044,-4.301095129,-0.072899917,30.28126258,0.017697991,0.254851794,0.000148949,28.98892217,0.016942678,0.962962963,12.20069064,0.007130737,118.8888889,2.015065913,36.28157852,1.841924726,34.43965379,243.7145066,4.13075435,73938.05063,43.21335513,1158.237973,0.676936279,356.2164537,0.208191966,0.925925926,143.4737454,0.083853738,10.4492,0.177105085,3.2893,-0.0519,3.3412,24.0325,0.407330508,591.0648345,0.345449932,8.750539506,0.005114284,58.47114959,0.03417367,0.814814815,23.95687244,0.014001679,212.996,3.610101695,65.429,6.886,58.543,490.488,8.313355932,230507.7131,134.721048,4068.597941,2.377906453,208.8503562,0.122063329,0.185185185,83.09127828,0.048562991,40.7,815,4.49980967
1,61,1.0,0.954892838,5.562295082,61,789.535,12.94319672,29,0.0,5.562295082,893.5768839,63,1.032786885,19,2,17,142,2.327868852,21996,12.01967213,338.3991544,0.184917571,16.23895691,0.008873747,0.586206897,5.075177384,0.002773321,-2.56426873,-0.042037192,0.194109872,-0.895530568,1.08964044,-4.573002171,-0.074967249,35.87615211,0.019604455,0.289390935,0.000158137,28.91470478,0.015800385,0.965517241,12.14699008,0.006637699,122.8888889,2.014571949,36.30679829,1.840423982,34.46637431,251.7291155,4.126706811,84987.30412,46.44114979,1193.3236,0.652089399,356.3866629,0.19474681,0.931034483,144.0499817,0.078715837,10.7066,0.175518033,3.2893,-0.0519,3.3412,24.2767,0.397978689,669.9319225,0.366083018,8.802250855,0.004809973,58.57287872,0.032007038,0.827586207,23.90901522,0.013065036,220.816,3.619934426,65.429,6.886,58.543,505.338,8.284229508,266999.4502,145.9013389,4197.436476,2.293681134,213.8556229,0.116860996,0.172413793,84.41162597,0.046126572,40.7,1000,6.253828812
1,61,1.0,0.957226772,5.562295082,61,789.535,12.94319672,29,0.0,5.562295082,893.5768839,63,1.032786885,19,2,17,142,2.327868852,21996,12.01967213,338.3991544,0.184917571,16.23895691,0.008873747,0.586206897,5.075177384,0.002773321,-2.439729014,-0.039995558,0.21212776,-0.895530568,1.107658328,-4.205912956,-0.068949393,33.24515537,0.018166752,0.22497997,0.00012294,29.88160501,0.016328746,0.620689655,12.56047607,0.006863648,123.8888889,2.030965392,36.18398753,1.819957924,34.36402961,252.9767289,4.14715949,85819.69317,46.8960072,1214.878089,0.663867808,381.0390867,0.20821808,0.931034483,152.6678358,0.083425047,10.182,0.166918033,3.2893,-0.0519,3.3412,23.2275,0.380778689,619.868951,0.338726203,7.907297397,0.004320928,59.97525988,0.032773366,0.827586207,24.2020037,0.013225139,219.982,3.606262295,65.429,6.886,58.543,503.67,8.256885246,265496.4033,145.0800018,4163.029386,2.274879446,208.9667617,0.114189487,0.172413793,82.55730278,0.04511328,40.7,1000,6.835184586
1,38,1.0,0.96206576,3.008534851,38,511.286,13.45489474,16,0.0,3.008534851,548.9221786,40,1.052631579,9,2,7,90,2.368421053,4778,6.79658606,195.0383131,0.277437145,14.26887557,0.02029712,0.625,4.99017048,0.007098393,-1.486403675,-0.039115886,0.194109872,-0.379586072,0.573695944,-2.174050087,-0.057211844,6.782674426,0.009648186,0.051087311,7.27e-05,19.3275309,0.027492932,0.8125,8.821016396,0.012547676,78.55555556,2.067251462,14.35493506,1.874790644,12.48014441,155.7100064,4.097631749,19008.06872,27.03850458,670.6288942,0.953952908,257.8717037,0.366816079,0.875,113.1236087,0.160915517,6.654,0.175105263,1.9384,-0.0519,1.9903,15.2302,0.400794737,138.3849241,0.19684911,5.002882337,0.007116476,35.35220313,0.050287629,0.4375,15.20676751,0.021631248,138.798,3.652578947,32.841,7.814,25.027,320.054,8.422473684,56911.1274,80.95466201,2380.202103,3.38577824,144.8636887,0.206064991,0.625,63.07477001,0.08972229,40.7,770,2.302585093
1,30,1.0,0.950165374,3.177011494,30,384.378,12.8126,15,0.066666667,3.177011494,456.1844689,30,1.0,19,2,17,68,2.266666667,2764,6.354022989,117.0087718,0.268985682,0.0,0.0,0.6,0.0,0.0,-1.268639786,-0.042287993,0.10437221,-0.895442008,0.999814219,-2.481252369,-0.082708412,4.871437722,0.011198707,0.092007747,0.000211512,10.18469359,0.023413089,0.933333333,5.446414632,0.012520493,58.5,1.95,36.3569276,3.112707568,33.24422003,127.1211703,4.237372343,10673.50475,24.53679252,426.9912165,0.981589003,73.1464418,0.16815274,0.733333333,38.99071795,0.089633834,5.4765,0.18255,3.2893,0.0161,3.2732,12.7559,0.425196667,90.80239955,0.208741148,3.375870258,0.007760621,23.15432137,0.053228325,0.333333333,12.15605753,0.02794496,108.533,3.617766667,65.429,6.886,58.543,247.796,8.259866667,35892.33602,82.51111729,1541.855912,3.544496349,75.86505118,0.174402417,0.333333333,37.62208455,0.086487551,40.7,740,2.772588722
1,41,1.0,0.955299414,4.225609756,41,538.551,13.13539024,22,0.045454545,4.225609756,614.2726357,41,1.0,19,2,17,94,2.292682927,6930,8.451219512,178.9494128,0.218230991,0.0,0.0,0.409090909,0.0,0.0,-1.589321851,-0.038763948,0.10437221,-0.842926295,0.947298506,-2.894354411,-0.07059401,10.07458827,0.012286083,0.091664151,0.000111786,16.34343209,0.019931015,0.636363636,8.096741588,0.009874075,80.0,1.951219512,35.67122273,3.10494157,32.56628116,174.4019793,4.253706812,26727.8107,32.5948911,652.486121,0.795714782,132.3438077,0.161394887,0.5,65.18928006,0.079499122,7.6416,0.186380488,3.2672,0.0161,3.2511,17.9491,0.437782927,240.2437366,0.292980167,5.56636537,0.00678825,36.08907525,0.044011067,0.227272727,17.1750781,0.020945217,151.796,3.702341463,65.588,6.886,58.702,350.032,8.537365854,95390.46602,116.3298366,2456.67829,2.995949134,139.6113802,0.170257781,0.227272727,63.43789046,0.077363281,63.1,760,5.192956851
1,52,1.0,0.958172191,4.963800905,52,692.724,13.32161538,22,0.909090909,4.963800905,772.3608025,52,1.0,19,2,17,120,2.307692308,13164,9.92760181,248.1612088,0.187150233,0.0,0.0,0.409090909,0.0,0.0,-1.910003916,-0.036730845,0.10437221,-0.791577625,0.895949835,-3.307456453,-0.063604932,17.25512061,0.013012911,0.096619876,7.29e-05,23.18643681,0.017486001,0.681818182,10.78632549,0.008134484,101.5,1.951923077,34.94288539,3.097175572,31.84570982,221.5921491,4.261387484,50776.41747,38.29292419,904.9385859,0.682457455,200.3642364,0.151104251,0.5,92.54495019,0.069792572,9.8067,0.188590385,3.2451,0.0161,3.229,23.1423,0.445044231,468.1708146,0.353069996,8.044665723,0.006066867,50.52894663,0.038106295,0.227272727,22.28743832,0.016808023,195.059,3.751134615,65.747,6.886,58.861,452.268,8.697461538,186265.1733,140.4714731,3486.260973,2.629156088,211.0856372,0.159189772,0.227272727,89.72381024,0.067665015,63.1,740,5.828945618
