,MSE_lg,MSE_lg,MAE_lg,MAE_lg,R2,R2
,mean,std,mean,std,mean,std
model,,,,,,
原始6特征,0.21479351364503105,0.03252841897301851,0.3464411119889321,0.0250419427974265,0.5867822782656279,0.06293974390178493
原始6特征+空间特征,0.22712517648110223,0.030935286314796306,0.36095827243468204,0.022908278763349714,0.5633268586034962,0.05769309241231969
