model,seed,MSE_ln,MAE_ln,MSE_lg,MAE_lg,R2
原始6特征,27,0.9533176325225082,0.7186543298601771,0.1798068564611644,0.3121076098541542,0.560649980855711
原始6特征,28,1.519787267792668,0.8357533375795612,0.2866496556750192,0.36296306274302903,0.5256955252811617
原始6特征,29,1.186682334972966,0.7702362687141504,0.22382216901295557,0.33450936126430575,0.5847332830561692
原始6特征,30,1.0734785937478202,0.7635569951016288,0.20247061927241722,0.33160858959126566,0.6345432844451322
原始6特征,31,1.1513039486217929,0.8194930204576649,0.21714939152572826,0.3559012967429925,0.5951434658285256
原始6特征,32,0.974622860853636,0.7789402892583841,0.18382527173191832,0.338289469357039,0.6791612303645052
原始6特征,33,1.1183712745141041,0.7817208832077551,0.21093790397514667,0.3394970659656644,0.6057905071314156
原始6特征,34,1.4217653651152045,0.903695141546031,0.26816157826671555,0.3924698132962193,0.443422480989224
原始6特征,35,0.9841434942149653,0.7736455676520183,0.185620974546824,0.33599000098018045,0.6038040585490092
原始6特征,36,1.1165384277762818,0.8226347333107501,0.21059220764156378,0.3572657252988119,0.5765555509982512
原始6特征,37,1.3114682258142776,0.8531661658249742,0.24735824764764133,0.37052535796434094,0.5858845262250381
原始6特征,38,0.7860121206600752,0.6889014246496125,0.14825107994939418,0.29918608730061547,0.6930298438439482
原始6特征,39,1.153959028644378,0.8232004134929256,0.2176501706744897,0.35751139708045276,0.6246677143725552
原始6特征,40,1.0904494239631166,0.802791195845292,0.20567151635902023,0.34864778647612304,0.6379461467379958
原始6特征,41,0.8963025595990686,0.7505933576969528,0.1690531468018335,0.3259785534010203,0.6143238464079189
原始6特征,42,1.1551015699114855,0.8098263229438887,0.21786566732178464,0.3517031033545316,0.5092881971086368
原始6特征,43,1.2628265465640542,0.7936570028577323,0.2381838579787621,0.3446808568649865,0.5817005262052533
原始6特征,44,1.6942363776270983,0.9454323414963417,0.3195527983230565,0.41059604892473195,0.43210237921608863
原始6特征,45,1.1206467048459314,0.8017219775637845,0.21136707675146432,0.34818343087651427,0.5882965084397713
原始6特征,46,1.1063784911661105,0.7891433923092166,0.20867592475598898,0.3427206207103058,0.6084343965087405
原始6特征,47,1.2262404749939286,0.8191441800823139,0.23128329693293237,0.3557497972929125,0.5588097856905523
原始6特征,48,0.9464409774453485,0.7724515149735689,0.17850983887729777,0.33547143049082806,0.4921819421896775
原始6特征,49,1.3905529728548525,0.8839192993056098,0.2622745559946984,0.38388127413621514,0.4605192046349159
原始6特征,50,1.119529457782784,0.7767182518139046,0.21115635088690282,0.33732445075631917,0.5941105344230662
原始6特征,51,1.1957632860743286,0.8063308567565445,0.22553494261066304,0.3501850416776886,0.5840276874661562
原始6特征,52,1.3761142007216223,0.8161335307044926,0.25955123467988583,0.35444228888117923,0.49090167006854557
原始6特征,53,0.8589997080811844,0.6949973561331987,0.16201739267367313,0.3018335167059973,0.6824927351416196
原始6特征,54,1.2160798299936204,0.8625338286626796,0.22936688043669165,0.3745936822430866,0.6562070365162538
原始6特征,55,1.2366551139766533,0.7978974515322357,0.23324761966522736,0.34652246032511724,0.5888240366703607
原始6特征,56,1.1256655591636529,0.7861179729884548,0.2123136913813838,0.34140669779385546,0.5994529155725099
原始6特征,57,0.9819010032939399,0.7478332098619528,0.1851980145286763,0.32477983642704256,0.5773907094372105
原始6特征,58,0.904282579456001,0.7287537771783523,0.17055827188923592,0.3164937440947103,0.6423879663714788
原始6特征,59,1.255247990481029,0.870086690309053,0.23675445365504502,0.37787384837868526,0.563361871896809
原始6特征,60,0.9421122883165216,0.7184522824793671,0.177693397474874,0.3120198617915854,0.6799940356031144
原始6特征,61,1.2525118919227107,0.8412311183747119,0.2362383934627696,0.3653420327154386,0.563999355578253
原始6特征,62,0.9593067576678004,0.7713520946137495,0.18093647551843287,0.3349939582952664,0.6421249503587454
原始6特征,63,1.133423810738067,0.7846036214078159,0.21377698837667708,0.3407490232587225,0.6102558547692825
原始6特征,64,0.9445351308179112,0.7281410062657232,0.17815037391065294,0.3162276210686847,0.5815322573940479
原始6特征,65,0.8513547987352659,0.7146780851846992,0.1605754733484395,0.310380748732897,0.6607704190334521
原始6特征,66,0.9727076369265879,0.7522413186068486,0.18346403809688053,0.32669425373058025,0.675100326115585
原始6特征,67,0.9106075539778229,0.7406313496142559,0.17175123606735196,0.3216521082620294,0.6055635501678724
原始6特征,68,1.3044719051502263,0.8517636185569135,0.2460386597343572,0.36991623942521373,0.583166191431649
原始6特征,69,1.344552041333302,0.8484708665797482,0.25359824223630373,0.3684862154112548,0.5094903502900063
原始6特征,70,1.2607620137641797,0.8735992915413837,0.23779446294384163,0.3793993517110131,0.5412911444411719
原始6特征,71,1.2713091700949795,0.8192148893791056,0.23978377999804057,0.3557805059503284,0.4688289916618047
原始6特征,72,1.3531239175073644,0.856143323956336,0.25521499834806705,0.3718183213125448,0.44161567950862546
原始6特征,73,1.0211396688716312,0.758297635979949,0.19259888583175583,0.32932447894637257,0.6604849988188375
原始6特征,74,1.2012789031393456,0.8146633689162822,0.22657525250536212,0.35380380572905445,0.5835510570754578
原始6特征,75,1.3676295981844897,0.8741772412516908,0.25795093939688823,0.379650352081017,0.49776332096972753
原始6特征,76,1.1476171554801389,0.8024301438510761,0.21645401921475013,0.3484909835873549,0.5398429436115046
原始6特征,77,1.3595564559943676,0.871727099564414,0.2564282503481932,0.37858626906635157,0.43557443755062974
原始6特征,78,1.1973165178732024,0.8454746302840566,0.22582790029610103,0.3671849665215577,0.5936485858557586
原始6特征,79,1.0123535944419437,0.7825787417197313,0.19094172942350213,0.3398696291836694,0.5568705627660926
原始6特征,80,1.1221071825050664,0.8016504474220405,0.2116425399212013,0.34815236573066505,0.631190015865061
原始6特征,81,1.0615084084456536,0.7866040475409779,0.2002129023090321,0.34161779728980984,0.6221708034499858
原始6特征,82,0.9799157978070517,0.7369718567735156,0.18482358155287754,0.32006281071473147,0.5890985535910409
原始6特征,83,0.8568035695822362,0.6804481684781623,0.16160317526451398,0.29551488479124005,0.6993501283984418
原始6特征,84,1.0985555079825207,0.7866302178630982,0.20720041862203875,0.3416291629162963,0.5604921297121064
原始6特征,85,1.212330540239365,0.806264772962479,0.22865972053355327,0.35015634185058275,0.5080221382583212
原始6特征,86,1.0339027383974875,0.7531539127268958,0.1950061500341048,0.32709058832113413,0.6264516521152566
原始6特征,87,1.1247826622966082,0.788482512218265,0.21214716670500428,0.3424336041336058,0.5400645931359986
原始6特征,88,1.2285997870898444,0.8509216196976692,0.23172829079112306,0.3695505639668751,0.5643804988934953
原始6特征,89,1.1939558247202635,0.8045607270977271,0.2251940342573899,0.34941628413461095,0.5767816686309712
原始6特征,90,1.2913556817958167,0.8433017721554327,0.24356478658909866,0.3662413062263377,0.5483385438974688
原始6特征,91,0.9714250781692304,0.7953018527969922,0.1832221325131382,0.34539520611716595,0.5784157207775151
原始6特征,92,1.2670074290538293,0.8604390122326189,0.23897242132016475,0.37368391502691095,0.5360963298509319
原始6特征,93,1.2741375504718184,0.8995855223548854,0.2403172456207105,0.3906850283587811,0.5692681892818499
原始6特征,94,1.1142549865618463,0.7802734037268133,0.21016152391908285,0.3388684336144232,0.6112804737627864
原始6特征,95,1.16001995571995,0.8122745531858849,0.21879333241567694,0.3527663562390592,0.6174786778858001
原始6特征,96,1.4753787318718063,0.8910609384945112,0.2782736863531843,0.38698284862769905,0.5721849461748809
原始6特征,97,0.825464422054148,0.7009645407887974,0.15569224546634394,0.30442503207442156,0.6986154701356339
原始6特征,98,1.3302349321839784,0.8374616367223284,0.2508978679833493,0.36370496763417287,0.6468814151211209
原始6特征,99,1.648322628965807,0.9588961293186635,0.31089292827188564,0.4164432976814825,0.48910248124097144
原始6特征,100,0.9857339629488484,0.7451718846058044,0.18592095555376562,0.3236240375537476,0.6408163827747346
原始6特征,101,1.369704684302311,0.8915328412109729,0.2583423249110157,0.3871877933734535,0.4882434646554451
原始6特征,102,1.3453064785486077,0.8792209718561639,0.25374053791977125,0.3818408164507462,0.5024248857730533
原始6特征,103,1.174614659806202,0.8358578519614706,0.2215460643207673,0.36300845276237176,0.5318665956357187
原始6特征,104,1.035255111404236,0.7777205435540449,0.19526122340190036,0.33775974052831925,0.6743210381668056
原始6特征,105,1.2010391193447547,0.859237665557047,0.22653002647694845,0.37316217679485725,0.4924485984198642
原始6特征,106,1.1316770230433235,0.7950742350352918,0.21344752378525253,0.3452963529792763,0.602072883782223
原始6特征,107,0.8420386995984325,0.7206911762212352,0.1588183480807129,0.3129922009892465,0.5873778534315011
原始6特征,108,1.3052300713446112,0.8582448940444183,0.246181658746897,0.3727310216051319,0.5243895898122968
原始6特征,109,0.9489435922769037,0.7229202549996672,0.17898186130764382,0.3139602776024471,0.6591461689132927
原始6特征,110,1.4272857911831667,0.8368678423713436,0.269202795195621,0.3634470860241549,0.5823233382017186
原始6特征,111,1.3314384633141434,0.834411601186893,0.251124868032216,0.3623803540315244,0.5280607772673935
原始6特征,112,1.2503520968135864,0.815888935194046,0.23583103084204027,0.354336062400694,0.5912439387685526
原始6特征,113,1.0636547361011457,0.7652464646966566,0.2006177248104774,0.3323423169137295,0.5603578043483374
原始6特征,114,0.9656359044967017,0.7389302079092589,0.1821302266424676,0.3209133118066137,0.6172922960001892
原始6特征,115,1.0542725666841244,0.8255868139078608,0.19884813791508257,0.35854779761227074,0.6066358944034504
原始6特征,116,1.0985818285140578,0.8074914758819105,0.20720538298215824,0.35068909215942645,0.5815202967438915
原始6特征,117,1.4015316418141475,0.8370304309475594,0.2643452613780397,0.36351769734562583,0.5016298136708679
原始6特征,118,1.3523747773362906,0.8890358173387686,0.2550737017491012,0.3861033496845745,0.5392672138469039
原始6特征,119,0.8796649222765248,0.7221712329664205,0.16591509379216476,0.31363498146658414,0.5858685054918658
原始6特征,120,1.4647553586395468,0.9392266965794143,0.27626999389986,0.4079009715806594,0.4330664957066629
原始6特征,121,1.1747512084436775,0.8661519169260602,0.22157181899100617,0.3761649980109117,0.6211471479351952
原始6特征,122,1.232255422034921,0.8377074974598121,0.23241778630176893,0.3638117435957787,0.4942798063157169
原始6特征,123,1.2264970741567591,0.7992462627536308,0.23133169453648558,0.3471082415956983,0.5509597508948316
原始6特征,124,1.4534122092698292,0.9188618907678618,0.27413054324778136,0.3990566487916709,0.625581278750609
原始6特征,125,0.9682703689523846,0.7708773611970611,0.18262711745417076,0.33478778419202354,0.6037926460863404
原始6特征,126,1.0204891040726456,0.6888669182397653,0.19247618170100314,0.2991711013572286,0.6445763999752483
原始6特征,127,1.0587481424629324,0.755085125012948,0.1996922838578276,0.32792930316035035,0.5457726521562598
原始6特征,128,1.1658703399530321,0.7677691531899947,0.21989678331404858,0.33343790660594713,0.6543359395920137
原始6特征,129,1.1191684457700215,0.7959554560949189,0.21108825979853413,0.34567906242280927,0.510571058794164
原始6特征,130,1.10788256471759,0.7548204472157177,0.2089596106209638,0.32781435505353096,0.5971160553804498
原始6特征,131,1.1089101695803145,0.7991700733014651,0.20915342891797964,0.3470751529370435,0.5882947337983655
原始6特征,132,1.4341828009249817,0.8727681272804546,0.2705036519073304,0.37903838165893633,0.5162379324296078
原始6特征,133,1.022656284143447,0.7760426443573504,0.19288493721188674,0.337031038166005,0.5944979006954321
原始6特征,134,1.212434852235441,0.8243513535313549,0.22867939499615184,0.35801124398814416,0.6060674890795299
原始6特征,135,0.9629002387273554,0.7488917072770052,0.18161424807925464,0.32523953601350863,0.6786666708965803
原始6特征,136,1.0096020456058432,0.7396158062513408,0.19042275512811488,0.3212110633833819,0.678623901215258
原始6特征,137,0.9426269256883946,0.7266042383274394,0.17779046410292856,0.31556021123312217,0.6550702052596629
原始6特征,138,0.9498828982225942,0.7921949731255884,0.1791590253960736,0.3440459054199379,0.6382434142491787
原始6特征,139,1.1467123661630874,0.8117919496539059,0.21628336536622306,0.3525567641881737,0.5581321026271526
原始6特征,140,1.0948064879996953,0.7793259780076809,0.2064933096009476,0.33845697185259077,0.559096212281654
原始6特征,141,0.9431888415093906,0.7120843445395235,0.1778964479995043,0.309254301483209,0.6109438015535245
原始6特征,142,0.9863359133952423,0.7397134417977609,0.18603449044897688,0.32125346596242976,0.5873181663717585
原始6特征,143,1.3147190549072925,0.7956303797505655,0.2479713920395696,0.34553788356025933,0.5622465708350517
原始6特征,144,1.4301777048661735,0.9116546103354406,0.269748243942984,0.39592656667034104,0.46500015058270017
原始6特征,145,0.9106058401241324,0.6821177733908053,0.17175091281449897,0.29623998499175946,0.6428601280349782
原始6特征,146,1.3520589692618876,0.8763170571686941,0.25501413665225814,0.3805796623260603,0.5652803701005724
原始6特征,147,0.9214975181075289,0.7681056484821351,0.1738052106822514,0.33358404465451014,0.6310199523301647
原始6特征,148,1.2361577558375294,0.8563697638848798,0.23315381210258468,0.37191666292399395,0.5891116323154338
原始6特征,149,1.4241159003872208,0.8489589161358809,0.2686049167132562,0.3686981726403786,0.5363865118293307
原始6特征,150,1.00832092029993,0.7120275994676579,0.19018111991008205,0.30922965741162256,0.6676348995340793
原始6特征,151,1.195777027271172,0.7696886399443597,0.22553753436111865,0.3342715291114542,0.6066923479347162
原始6特征,152,1.2621436247228406,0.85114918949899,0.2380550509313645,0.36964939627583654,0.5541580047173462
原始6特征,153,1.4235105998905873,0.8576919069771733,0.26849074995938416,0.3724908623732635,0.505207725058823
原始6特征,154,1.1763687792366182,0.8222122655631465,0.22187691176329913,0.3570822498872456,0.5943958620074479
原始6特征,155,1.1524727500317498,0.7996173346384134,0.21736984114312982,0.3472693960676489,0.6300945652902318
原始6特征,156,1.1034882492679492,0.8207624248022585,0.20813079132680268,0.3564525920451535,0.5324484607235533
原始6特征,157,1.2084376971794346,0.7758661742637215,0.22792548479781993,0.336954398178121,0.4935576393264436
原始6特征,158,0.8684914349884176,0.7188742095808716,0.16380764339321718,0.31220310240353427,0.6939964722885985
原始6特征,159,0.8566717609612949,0.6766716814994662,0.16157831461683747,0.2938747773354129,0.719778809054189
原始6特征,160,1.5384294874059221,0.8985759149078187,0.29016579635233825,0.3902465614156316,0.4802483679749113
原始6特征,161,1.3328636341033273,0.8641744270923506,0.25139367191329537,0.3753061850881118,0.5974158775509035
原始6特征,162,1.3389469164300538,0.8439480165709781,0.25254105011634,0.3665219666099699,0.4769498612614488
原始6特征,163,0.8626248741583782,0.6965209168569374,0.16270114139944158,0.30249519072116154,0.7263533836163762
原始6特征,164,1.066457552449686,0.775038248625121,0.20114636875838748,0.3365948346418506,0.6441439088470406
原始6特征,165,1.3337777760213445,0.8483054278667506,0.25156608977176204,0.36841436629110674,0.5381879511980551
原始6特征,166,0.9686700677733922,0.7181438594877463,0.18270250532709453,0.3118859153882324,0.684930467268378
原始6特征,167,1.3950170597318012,0.8480047357161842,0.26311653499616694,0.3682837773493642,0.4607424595563413
原始6特征,168,1.0844274972968118,0.7678189200677671,0.204535710551209,0.3334595200863452,0.5958635292287608
原始6特征,169,0.989405427039281,0.7597216796688089,0.18661343662637933,0.32994293326243357,0.5925619230742329
原始6特征,170,1.090227643015461,0.8396018571320744,0.20562968587811806,0.36463445354818225,0.6767556658894553
原始6特征,171,0.9796587756918007,0.7567333244460196,0.18477510417555051,0.3286451070792094,0.6063726762310061
原始6特征,172,1.2389602201938006,0.819416263003075,0.23368238966063554,0.35586796140401916,0.5024516973095969
原始6特征,173,1.2005476755988973,0.8187661321362544,0.22643733443805653,0.355585613156044,0.6355523791049725
原始6特征,174,1.1604973354393104,0.8270520759915727,0.21888337181466447,0.3591841528497689,0.6425407555928084
原始6特征,175,1.0431485391064643,0.7651496937476931,0.19675001619605612,0.33230028982458615,0.5707653712792886
原始6特征,176,1.1294981311761443,0.8036213981964713,0.21303655929257903,0.34900833877610327,0.6053199005602561
原始6特征,177,0.8715801323802037,0.7048984317572926,0.1643902078498373,0.3061334992144481,0.6689982291368484
原始6特征,178,1.2596144451747104,0.8069065919394107,0.2375780180847446,0.35043508029064496,0.5151074293993503
原始6特征,179,0.9153522534242875,0.749501737717112,0.17264614188175972,0.32550446886744006,0.7269827255645973
原始6特征,180,0.9071652991327321,0.7777035468943654,0.17110198653947295,0.3377523589728097,0.685344557113821
原始6特征,181,1.012106169563829,0.7535332412761369,0.190895062197358,0.3272553286168979,0.670933124326859
原始6特征,182,1.2321180178983233,0.8359767202719087,0.23239187027438882,0.36306007661366824,0.5581544617434696
原始6特征,183,1.1727462520418086,0.8261105478614816,0.22119366076161537,0.35877525237831365,0.6211863859568157
原始6特征,184,1.2615293496393787,0.8690322609132423,0.23793919146544082,0.37741591551052805,0.564352459437728
原始6特征,185,0.8084936312429454,0.6615735846621685,0.1524913558118139,0.2873177571917336,0.653037377258971
原始6特征,186,1.3831465345493972,0.9117970850984931,0.2608776150970946,0.3959884426737452,0.5919279959296373
原始6特征,187,1.1692160882440614,0.8410453032847385,0.22052783057699332,0.36526133424720875,0.5530373948491872
原始6特征,188,1.2510155876743672,0.814070196102191,0.23595617297924382,0.3535461940490796,0.502146604614498
原始6特征,189,1.2921755801556472,0.8049079422064203,0.2437194290101233,0.34956707774034984,0.6367133096706908
原始6特征,190,0.8595881368841773,0.7011752303168306,0.16212837722877613,0.3045165333738412,0.652047686896907
原始6特征,191,1.1301433536391494,0.787419428955449,0.21315825579627645,0.3419719129387611,0.596724697399107
原始6特征,192,1.0424505239674748,0.785541519225029,0.1966183623761515,0.3411563471053273,0.6371043949836073
原始6特征,193,1.0470061611804233,0.7757704767944174,0.19747760884185497,0.3369128372952701,0.5267823829842393
原始6特征,194,1.0816751694628335,0.8194415163916394,0.20401658932771005,0.35587892881132205,0.6770521529714919
原始6特征,195,1.0948180766109499,0.753568293942566,0.20649549534858236,0.32727055179650405,0.6563074472031933
原始6特征,196,1.3028720682114399,0.7936816116495963,0.24573691177439083,0.3446915443274993,0.4950964205205497
原始6特征,197,1.1072914381798173,0.8039774978185501,0.20884811724152588,0.34916299087697994,0.6086142329028228
原始6特征,198,1.1940151663781164,0.7821052128920956,0.22520522678818103,0.3396639782268051,0.5944506505330946
原始6特征,199,1.0940581178332487,0.7838709888757105,0.20635215823386127,0.3404308449927663,0.5501252610944776
原始6特征,200,1.2555575299932547,0.8585768175622701,0.23681283642773807,0.37287517415734883,0.5565831240273043
原始6特征,201,1.1421028846858148,0.834872578628758,0.21541396324245107,0.3625805539908083,0.5438231494534408
原始6特征,202,1.1816223764445881,0.8602839083544492,0.22286780164810982,0.37361655426850005,0.4390985112201907
原始6特征,203,1.0401081549604418,0.7345597288825474,0.1961765641827076,0.31901523688203903,0.6312541931397617
原始6特征,204,1.3045792815146438,0.8480608628453217,0.24605891217266893,0.3683081530518337,0.5149322193257284
原始6特征,205,0.885878479251244,0.71796831159628,0.1670870433176449,0.3118096759076589,0.6332255573380603
原始6特征,206,0.9799643523274117,0.7394026532639761,0.1848327395033602,0.32111849221716826,0.6231940656822708
原始6特征,207,0.900207479889227,0.7206921024848919,0.16978966044445537,0.31299260326044137,0.5758847215595999
原始6特征,208,1.2310682388608705,0.8761217709310951,0.2321938696686476,0.3804948505906794,0.6514515586250647
原始6特征,209,1.2401512385704148,0.802764335511569,0.23390702965782076,0.348636121181405,0.5417421222380852
原始6特征,210,1.1992001813246937,0.8293697644482971,0.22618318125628556,0.3601907121572952,0.5435719531161018
原始6特征,211,0.8729762436097659,0.704277296359622,0.164653530758062,0.305863743538725,0.6093555123152414
原始6特征,212,1.2676892619539268,0.7872602692691659,0.23910102298053046,0.3419027907652669,0.5472939022472538
原始6特征,213,1.1235050940952283,0.8034032853474312,0.21190620239849395,0.348913613569333,0.5834620032629999
原始6特征,214,0.8807065162583965,0.7217358861409061,0.16611155060068267,0.3134459127425491,0.6136454478068816
原始6特征,215,1.0170341966280456,0.7788594377295968,0.19182454574485908,0.3382543559842332,0.6152638099487433
原始6特征,216,0.9609320510027684,0.7596167277140888,0.18124302485248284,0.3298973532076337,0.616179783345521
原始6特征,217,1.2683085498682318,0.8552707777376986,0.23921782792498633,0.371439379304585,0.5893682166525869
原始6特征,218,1.091716726508193,0.7382459951535697,0.20591054444267426,0.3206161619823701,0.6714507335578542
原始6特征,219,0.9056091337380965,0.7259554123573871,0.17080847554355996,0.31527842969461295,0.6464759436759618
原始6特征,220,1.2478859008190288,0.8450554012155844,0.2353658774303435,0.3670028976504668,0.43097644806260127
原始6特征,221,1.2696394521801202,0.8008849601537542,0.23946885166858825,0.34781991883408114,0.5499757193222603
原始6特征,222,1.1351056915991236,0.819626907921997,0.21409421078005234,0.35595944332994794,0.5614088751781372
原始6特征,223,1.095845970399993,0.824991145301506,0.20668936814048147,0.35828910202348785,0.6449300998551881
原始6特征,224,0.938150035022017,0.7150352609818307,0.1769460701570076,0.3105358682106606,0.634275541794161
原始6特征,225,0.8869006104097116,0.6879785817273159,0.16727982921001192,0.2987853017117986,0.6277470876213558
原始6特征,226,0.9951711202248146,0.7703691902545438,0.1877009138025511,0.33456708835582466,0.6374125201173353
原始6特征,227,1.5252722918669939,0.9135060447282083,0.28768419537382733,0.396730634410726,0.531483271253208
原始6特征,228,1.0659649358379006,0.7634653658942828,0.20105345550326253,0.33156879553213414,0.6098652632033107
原始6特征,229,1.0633841167954126,0.7986649749165406,0.200566682843979,0.3468557914956526,0.5836308034506583
原始6特征,230,1.173611645089156,0.8255274791159906,0.22135688401285764,0.3585220288395766,0.5275043325749457
原始6特征,231,1.0379141262170326,0.7766519215585042,0.1957627446981209,0.3372956438924155,0.6335962992485542
原始6特征,232,1.4284019351493549,0.8664970617068315,0.26941331300319304,0.3763148924846584,0.5776243431886618
原始6特征,233,1.2149740709957828,0.7949814434839959,0.22915832135562364,0.34525605412058125,0.5473638115745519
原始6特征,234,1.1724670052930577,0.8435502546514666,0.2211409915584485,0.3663492208032148,0.5993821015973089
原始6特征,235,1.0734099419963494,0.803977474782289,0.20245767074906948,0.3491629808724589,0.6331477596667847
原始6特征,236,1.1359455416234538,0.8034641255897408,0.2142526163183765,0.3489400361508457,0.556810161443673
原始6特征,237,1.346881691282333,0.8510734491646701,0.25403764146663343,0.3696165026665839,0.5187772246329749
原始6特征,238,1.1546009377986652,0.8038496999166822,0.21777124224940708,0.34910748895339994,0.6138179540100837
原始6特征,239,1.1698713101891571,0.8154851245684671,0.22065141309997707,0.35416068967427117,0.6096026798185212
原始6特征+空间特征,0,1.1408117453881776,0.8175157460743999,0.21517043926844537,0.35504257738913186,0.6010213842100056
原始6特征+空间特征,1,0.9878909788457322,0.7783034435820141,0.1863277939825579,0.33801289079396757,0.6656612838480642
原始6特征+空间特征,2,1.2672314448082318,0.8754644979207535,0.2390146733117599,0.3802094005491841,0.5182730662464405
原始6特征+空间特征,3,1.1731824307146164,0.8196667292578448,0.2212759291612939,0.35597673751636866,0.5401191062923028
原始6特征+空间特征,4,1.2134723345247465,0.8428193017049437,0.22887507629135725,0.366031771972009,0.6096381733151861
原始6特征+空间特征,5,1.1484635725867043,0.8395547224741072,0.2166136633815991,0.3646139832263207,0.5428853196431731
原始6特征+空间特征,6,1.177936938719402,0.7896769011644991,0.22217268498453185,0.3429523206622015,0.6556481948483481
原始6特征+空间特征,7,1.457787184169078,0.9090521220151329,0.2749557146879119,0.39479632035361373,0.4839681610951807
原始6特征+空间特征,8,1.0493103731877491,0.7666725532708702,0.19791221017883123,0.3329616593122158,0.5152248161460832
原始6特征+空间特征,9,1.0395874880503408,0.7915273976782807,0.19607836031321565,0.34375598108691807,0.6306275955714076
原始6特征+空间特征,10,1.3140290403716128,0.8672946201204234,0.24784124722703238,0.3766612677026768,0.5001890643630655
原始6特征+空间特征,11,1.2395772060972337,0.8911901304155059,0.2337987604189143,0.3870389559660935,0.540132885085278
原始6特征+空间特征,12,1.1232966905261559,0.7973403358294631,0.21186689504766792,0.34628050804962146,0.585405477570705
原始6特征+空间特征,13,1.3637900729729129,0.8710332765712853,0.25722676003101386,0.37828494556901815,0.5245660382915976
原始6特征+空间特征,14,1.1770970115436248,0.8233134864419278,0.22201426489454232,0.35756050403825695,0.5752536744533832
原始6特征+空间特征,15,1.1956087307665675,0.8058151062677786,0.22550579167178406,0.34996105408637873,0.5815945376873721
原始6特征+空间特征,16,1.2364003157456835,0.8320529603911019,0.2331995617384886,0.3613560093491205,0.5541693306029355
原始6特征+空间特征,17,1.2509597446438838,0.8821492800859334,0.23594564033049809,0.383112564556247,0.598978890559158
原始6特征+空间特征,18,0.9441656459688906,0.7610328473848295,0.1780806847462591,0.330512366166351,0.6451061036962422
原始6特征+空间特征,19,1.288125481231981,0.8431403121784238,0.24295553297906572,0.36617118504927454,0.5646746212200229
原始6特征+空间特征,20,0.96998047158869,0.737646863985983,0.18294966281446837,0.32035596262235094,0.6575878308557536
原始6特征+空间特征,21,1.312216891781255,0.8369581707780877,0.24749945480616778,0.3634863151527629,0.5349291812026649
原始6特征+空间特征,22,1.1406747608631793,0.7852649528493272,0.2151446023847211,0.34103623585448,0.5685209477034115
